economy,country,year,gdp_per_capita,gdp_growth,fdi_inflows,unemployment,life_expectancy,infant_mortality,hospital_beds,population,school_enrolment_primary,school_enrolment_secondary,education_expenditure,electricity_access,renewable_energy,forest_area,clean_water_access,female_labour,women_parliament,maternal_mortality,gender_parity,internet_users,sub_region,gdp_total,fdi_per_capita,health_index,education_index,environment_index,gender_index,development_index,development_category,life_expectancy_category,environment_category,gdp_category,gender_category
KOR,"Korea, Rep.",2016,30832.06,3.17,0.77,3.65,82.3,2.8,11.97,51217803.0,99.716,98.718,4.333,100.0,2.6,64.879,99.48,52.568,17.0,6.0,0.995,92.843,East Asia,1579150375164.18,15.034,1.18,99.217,55.653,23.521,97.885,Developed,Very High,Good,High Income,Poor
KOR,"Korea, Rep.",2017,33296.98,3.43,1.05,3.653,82.6,2.7,12.26,51361911.0,98.625,99.106,4.328,100.0,2.8,64.783,99.551,53.073,17.0,6.0,0.995,95.069,East Asia,1710196523328.78,20.443,1.196,98.866,55.711,23.689,98.371,Developed,Very High,Good,High Income,Poor
KOR,"Korea, Rep.",2018,35363.95,3.18,0.67,3.824,82.6,2.7,12.43,51585058.0,98.666,99.319,4.458,100.0,3.2,64.674,99.623,53.224,17.0,5.0,0.996,96.023,East Asia,1824251411859.1,12.988,1.196,98.992,55.832,23.74,98.66,Developed,Very High,Good,High Income,Poor
KOR,"Korea, Rep.",2019,33826.94,2.31,0.55,3.746,83.2,2.6,12.43,51764822.0,99.639,98.381,4.685,100.0,3.2,64.518,99.694,53.772,16.667,5.0,0.996,96.158,East Asia,1751045527904.68,10.625,1.217,99.01,55.804,23.812,98.716,Developed,Very High,Good,High Income,Poor
KOR,"Korea, Rep.",2020,33645.77,-0.7,0.5,3.931,83.4,2.5,12.65,51836239.0,99.218,97.089,4.802,100.0,3.6,64.416,99.766,53.137,19.0,12.0,0.996,96.505,East Asia,1744070175059.03,9.646,1.234,98.154,55.927,24.378,98.606,Developed,Very High,Good,High Income,Poor
KOR,"Korea, Rep.",2021,37518.46,4.61,1.14,3.639,83.5,2.4,12.75,51769539.0,98.608,98.069,4.866,100.0,3.6,64.314,99.837,53.65,19.0,5.0,1.005,97.571,East Asia,1942313378189.94,22.021,1.252,98.339,55.917,24.552,98.937,Developed,Very High,Good,High Income,Poor
KOR,"Korea, Rep.",2022,34822.4,2.73,1.39,2.857,82.7,2.4,12.81,51672569.0,99.005,97.818,5.814,100.0,4.5,64.211,99.909,55.03,18.644,7.0,1.005,97.169,East Asia,1799362866745.6,26.9,1.244,98.411,56.207,24.893,98.872,Developed,Very High,Good,High Income,Poor
KOR,"Korea, Rep.",2023,35674.1,1.58,1.03,2.675,83.4,2.3,7.385,51712619.0,100.301,96.298,3.829,100.0,4.5,64.109,99.98,56.038,19.064,4.0,1.005,97.416,East Asia,1844801141467.9,19.918,1.269,98.3,56.196,25.369,98.924,Developed,Very High,Good,High Income,Poor
KWT,Kuwait,2000,19296.35,4.69,0.04,0.8,76.2,10.6,2.34,1954709.0,91.778,85.799,3.511,100.0,0.0,0.272,100.0,44.177,0.0,11.0,1.018,6.731,West Asia,37718749012.15,20.463,0.856,88.788,33.424,15.065,73.88,Moderate,High,Poor,High Income,Very Poor
KWT,Kuwait,2001,17374.23,0.21,-0.32,0.8,76.4,10.5,2.34,2008121.0,94.388,87.069,6.586,100.0,0.0,0.28,100.0,44.533,0.0,11.0,1.037,8.552,West Asia,34889556121.83,-159.353,0.859,90.728,33.427,15.19,74.82,Moderate,High,Poor,High Income,Very Poor
KWT,Kuwait,2002,18512.75,3.01,0.01,1.1,76.5,10.3,2.28,2059974.0,100.233,90.055,6.551,100.0,0.0,0.288,100.0,45.016,0.0,11.0,1.002,10.249,West Asia,38135783668.5,4.854,0.862,95.144,33.429,15.339,76.348,Moderate,High,Poor,High Income,Very Poor
KWT,Kuwait,2003,22690.66,17.33,-0.14,1.3,76.6,10.2,2.23,2109881.0,103.916,96.063,3.511,100.0,0.0,0.296,100.0,45.617,0.0,11.0,1.063,22.403,West Asia,47874592411.46,-66.354,0.864,99.989,33.432,15.56,80.598,Moderate,High,Poor,High Income,Very Poor
KWT,Kuwait,2004,27552.28,10.24,0.04,1.7,76.7,10.0,2.2,2157320.0,106.365,100.652,5.535,100.0,0.0,0.304,100.0,45.921,0.0,11.0,1.072,22.927,West Asia,59439084689.6,18.542,0.867,103.508,33.435,15.664,81.609,Moderate,High,Poor,High Income,Very Poor
KWT,Kuwait,2005,36122.61,10.61,0.29,1.455,76.8,9.9,2.47,2236788.0,109.952,108.559,4.738,100.0,0.0,0.311,100.0,46.087,1.538,10.0,1.069,25.926,West Asia,80798620576.68,129.65,0.869,109.256,33.437,16.231,83.795,Moderate,High,Poor,High Income,Very Poor
KWT,Kuwait,2006,42946.64,7.51,0.12,1.3,76.9,9.8,2.45,2364733.0,107.884,101.014,3.76,100.0,0.0,0.319,100.0,46.028,1.538,10.0,1.04,28.791,West Asia,101557336847.12,50.746,0.871,104.449,33.44,16.202,83.31,Moderate,High,Poor,Very High Income,Very Poor
KWT,Kuwait,2007,45709.41,5.99,0.1,1.5,77.0,9.6,2.43,2507887.0,109.51,101.308,3.511,100.0,0.0,0.327,100.0,46.049,1.538,10.0,1.012,34.8,West Asia,114634035116.67,39.874,0.874,105.409,33.442,16.2,85.052,Moderate,High,Poor,Very High Income,Very Poor
KWT,Kuwait,2008,55585.19,2.48,-0.0,1.75,77.2,9.5,2.45,2651421.0,105.872,99.558,3.511,100.0,0.0,0.335,100.0,46.272,3.077,9.0,1.021,42.0,West Asia,147379740054.99,-0.0,0.877,102.715,33.445,16.79,86.179,Moderate,High,Poor,Very High Income,Very Poor
KWT,Kuwait,2009,37907.1,-7.08,1.05,1.64,77.4,9.3,2.52,2795484.0,104.793,99.46,3.511,100.0,0.0,0.343,100.0,46.689,7.692,9.0,1.009,50.8,West Asia,105968691536.4,375.606,0.882,102.126,33.448,18.463,88.232,Moderate,High,Poor,High Income,Very Poor
KWT,Kuwait,2010,39212.25,-2.37,1.13,1.82,77.7,9.1,2.5,2943372.0,103.456,99.417,3.511,100.0,0.0,0.351,100.0,47.287,7.692,9.0,1.001,61.4,West Asia,115416238707.0,383.913,0.887,101.436,33.45,18.66,90.709,Developed,High,Poor,High Income,Very Poor
KWT,Kuwait,2011,49169.61,9.63,2.12,2.051,78.1,8.8,2.54,3132814.0,104.035,98.142,3.511,100.0,0.0,0.351,100.0,48.147,7.692,8.0,0.987,65.769,West Asia,154039242582.54,676.708,0.895,101.088,33.45,18.942,91.714,Developed,High,Poor,Very High Income,Very Poor
KWT,Kuwait,2012,52155.22,6.63,1.65,2.227,78.4,8.5,2.39,3337109.0,101.201,98.695,3.511,100.0,0.0,0.351,100.0,48.889,6.154,8.0,1.037,70.45,West Asia,174047654058.98,494.44,0.902,99.948,33.45,18.693,92.599,Developed,High,Poor,Very High Income,Very Poor
KWT,Kuwait,2013,49651.04,1.15,0.82,2.465,78.7,8.2,2.29,3507844.0,100.762,95.562,3.511,100.0,0.0,0.351,100.0,49.289,6.154,8.0,1.033,75.46,West Asia,174168102757.76,233.762,0.909,98.162,33.45,18.825,93.405,Developed,High,Poor,Very High Income,Very Poor
KWT,Kuwait,2014,44368.78,0.5,0.3,2.9,79.1,8.0,2.25,3665876.0,100.811,93.066,3.511,100.0,0.0,0.351,100.0,49.539,1.538,8.0,1.037,78.7,West Asia,162650445751.28,81.836,0.916,96.938,33.45,17.371,93.91,Developed,High,Poor,Very High Income,Very Poor
KWT,Kuwait,2015,29882.21,0.59,0.25,2.2,79.4,7.8,2.18,3834574.0,101.799,95.393,3.511,100.0,0.0,0.351,100.0,49.648,1.538,8.0,1.049,82.0,West Asia,114585545528.54,65.196,0.922,98.596,33.45,17.412,95.149,Developed,High,Poor,High Income,Very Poor
KWT,Kuwait,2016,27323.69,2.93,0.27,2.16,79.7,7.7,2.08,4004096.0,95.083,90.055,5.956,100.0,0.0,0.351,100.0,49.532,2.0,8.0,1.002,85.6,West Asia,109406677834.24,67.431,0.927,92.569,33.45,17.511,94.542,Developed,High,Poor,High Income,Very Poor
KWT,Kuwait,2017,29047.65,-4.71,0.09,2.23,79.9,7.6,2.05,4154812.0,91.092,90.055,6.354,100.0,0.0,0.351,100.0,49.868,3.077,8.0,1.002,98.0,West Asia,120687524791.8,21.662,0.931,90.574,33.45,17.982,97.143,Developed,High,Poor,High Income,Very Poor
KWT,Kuwait,2018,32067.96,2.74,-0.02,2.202,80.1,7.6,2.01,4323515.0,88.366,90.055,6.392,100.0,0.0,0.351,100.0,49.614,3.077,8.0,1.002,99.599,West Asia,138646306079.4,-4.626,0.933,89.21,33.45,17.898,97.202,Developed,Very High,Poor,High Income,Very Poor
KWT,Kuwait,2019,31707.87,2.26,0.37,2.213,82.0,7.6,2.0,4442316.0,83.058,90.055,6.728,100.0,0.1,0.351,100.0,49.32,4.615,7.0,1.002,99.543,West Asia,140856378226.92,83.29,0.952,86.556,33.484,18.312,96.525,Developed,Very High,Poor,High Income,Very Poor
KWT,Kuwait,2020,25236.08,-4.82,-0.5,3.489,78.8,7.7,2.33,4400267.0,81.387,90.055,6.245,100.0,0.1,0.351,100.0,46.538,6.349,33.0,1.002,99.106,West Asia,111045490033.36,-113.629,0.918,85.721,33.484,17.963,96.207,Developed,High,Poor,High Income,Very Poor
KWT,Kuwait,2021,34018.63,1.67,-0.18,2.97,78.7,7.6,2.1,4360865.0,82.363,90.055,7.762,100.0,0.1,0.351,100.0,47.507,1.538,75.0,1.002,99.7,West Asia,148350652914.95,-41.276,0.919,86.209,33.484,16.682,96.477,Developed,High,Poor,High Income,Very Poor
KWT,Kuwait,2022,39981.77,6.76,0.41,2.133,80.6,7.6,2.1,4589643.0,98.475,90.055,6.582,100.0,1.4,0.351,100.0,49.616,6.25,8.0,1.002,99.724,West Asia,183502050808.11,89.332,0.938,94.265,33.917,18.956,98.497,Developed,Very High,Poor,High Income,Very Poor
KWT,Kuwait,2023,34075.85,-1.67,1.28,2.08,83.2,7.6,2.1,4853420.0,98.475,90.055,5.026,100.0,1.4,0.351,100.0,48.179,3.077,8.0,1.002,99.747,West Asia,165384411907.0,263.732,0.964,94.265,33.917,17.419,98.503,Developed,Very High,Poor,High Income,Very Poor
LAO,Lao PDR,2000,318.75,5.8,1.96,2.045,58.3,86.8,1.16,5431212.0,105.722,33.267,1.504,42.6,81.5,75.498,48.341,58.658,21.212,609.0,0.809,0.111,Southeast Asia,1731198825.0,360.877,0.595,69.494,68.446,26.893,40.137,Underdeveloped,Low,Good,Low Income,Poor
LAO,Lao PDR,2001,320.32,5.75,1.35,1.881,58.9,84.1,1.15,5521482.0,103.311,35.19,1.99,45.3,81.1,75.288,50.535,58.503,21.212,574.0,0.814,0.182,Southeast Asia,1768641114.24,244.5,0.601,69.25,68.974,26.843,41.317,Underdeveloped,Low,Good,Low Income,Poor
LAO,Lao PDR,2002,313.35,5.92,0.25,1.775,59.3,81.3,1.13,5610889.0,105.234,37.946,2.825,46.3,80.2,75.078,52.711,58.343,22.936,550.0,0.816,0.268,Southeast Asia,1758172068.15,44.556,0.605,71.59,69.33,27.365,42.717,Underdeveloped,Low,Good,Low Income,Poor
LAO,Lao PDR,2003,355.1,6.07,0.96,1.639,59.6,78.4,1.1,5697945.0,107.482,40.681,3.085,48.0,78.7,74.869,54.865,58.182,22.936,524.0,0.821,0.334,Southeast Asia,2023340269.5,168.482,0.609,74.082,69.478,27.313,44.32,Underdeveloped,Low,Good,Low Income,Poor
LAO,Lao PDR,2004,409.3,6.36,0.71,1.498,60.1,75.6,1.15,5781626.0,108.649,42.508,2.413,53.5,74.0,74.659,56.999,58.012,22.936,492.0,0.828,0.361,Southeast Asia,2366419521.8,122.803,0.614,75.578,68.553,27.259,46.61,Underdeveloped,Moderate,Good,Low Income,Poor
LAO,Lao PDR,2005,466.06,7.11,1.01,1.35,60.7,72.7,1.15,5869523.0,110.027,42.986,2.414,57.2,73.9,74.449,59.043,57.826,22.936,458.0,0.831,0.85,Southeast Asia,2735549889.38,172.075,0.621,76.506,69.131,27.198,48.4,Underdeveloped,Moderate,Good,Low Income,Poor
LAO,Lao PDR,2006,579.39,8.62,5.42,1.199,61.1,69.8,1.11,5963200.0,110.817,42.233,2.959,57.0,69.8,74.239,60.933,57.604,25.217,432.0,0.839,1.17,Southeast Asia,3455018448.0,908.908,0.625,76.525,68.324,27.887,48.907,Underdeveloped,Moderate,Good,Low Income,Poor
LAO,Lao PDR,2007,697.32,7.6,7.66,1.068,61.7,66.9,1.15,6056236.0,112.472,43.034,3.078,55.0,70.7,74.029,62.806,57.421,25.217,402.0,0.847,1.64,Southeast Asia,4223134487.52,1264.812,0.632,77.753,69.178,27.828,49.3,Underdeveloped,Moderate,Good,Low Income,Poor
LAO,Lao PDR,2008,885.75,7.82,4.18,0.944,62.2,64.1,1.16,6148969.0,114.984,44.127,2.279,66.0,69.3,73.819,64.662,57.24,25.217,374.0,0.858,3.55,Southeast Asia,5446449291.75,679.789,0.638,79.556,69.26,27.772,53.442,Developing,Moderate,Good,Low Income,Poor
LAO,Lao PDR,2009,935.03,7.5,5.46,0.835,63.0,61.3,1.03,6241642.0,117.407,45.693,1.655,67.4,66.4,73.609,66.5,57.075,25.217,336.0,0.87,6.0,Southeast Asia,5836122519.26,874.77,0.646,81.55,68.836,27.721,55.362,Developing,Moderate,Good,Low Income,Poor
LAO,Lao PDR,2010,1125.92,8.53,3.91,0.708,63.7,58.7,1.06,6334194.0,119.706,47.359,1.71,70.2,64.8,73.399,68.319,56.892,25.217,305.0,0.882,7.0,Southeast Asia,7131795708.48,617.285,0.654,83.532,68.839,27.664,57.263,Developing,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2011,1361.55,8.04,3.44,0.96,64.5,56.1,1.32,6426590.0,119.075,46.303,1.708,70.0,63.6,73.25,70.121,56.731,25.0,267.0,0.894,9.0,Southeast Asia,8750123614.5,535.276,0.663,82.689,68.99,27.542,57.952,Developing,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2012,1563.57,8.03,6.06,1.208,65.1,53.7,1.53,6518978.0,118.414,49.035,1.821,76.4,62.4,73.1,71.905,56.58,25.0,241.0,0.905,10.748,Southeast Asia,10192878431.46,929.594,0.67,83.724,69.135,27.495,60.694,Developing,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2013,1812.52,8.03,5.69,1.469,65.7,51.4,1.1,6611385.0,118.408,52.676,3.234,79.3,58.6,72.951,73.671,56.437,25.0,215.0,0.915,12.5,Southeast Asia,11983267540.2,860.637,0.676,85.542,68.407,27.451,62.753,Developing,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2014,1981.04,7.61,6.53,1.733,66.4,49.2,1.08,6703172.0,117.425,58.025,2.938,82.5,58.2,72.801,75.418,56.311,25.0,193.0,0.928,14.26,Southeast Asia,13279251858.88,974.166,0.684,87.725,68.806,27.413,64.976,Developing,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2015,2121.01,7.27,7.47,2.006,66.7,47.1,1.15,6801645.0,114.303,62.297,2.737,89.7,53.3,72.652,77.147,56.202,25.0,180.0,0.937,18.2,Southeast Asia,14426357061.45,1098.264,0.688,88.3,67.7,27.38,68.337,Developing,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2016,2303.22,7.02,5.88,2.634,67.0,45.2,1.21,6908802.0,110.503,64.763,2.774,89.0,51.7,72.502,78.858,56.106,27.517,165.0,0.939,21.87,Southeast Asia,15912490942.44,851.088,0.692,87.633,67.687,28.187,69.34,Developing,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2017,2432.43,6.89,9.88,3.268,67.3,43.5,1.58,7018147.0,107.445,66.041,2.498,93.6,50.6,72.353,80.55,56.02,27.517,154.0,0.945,25.51,Southeast Asia,17071151307.21,1407.779,0.696,86.743,67.834,28.161,71.601,Moderate,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2018,2545.11,6.25,7.49,2.897,67.6,41.9,1.46,7128045.0,104.275,66.153,2.335,92.9,50.2,72.203,82.223,57.066,27.517,145.0,0.948,36.3,Southeast Asia,18141658609.95,1050.779,0.7,85.214,68.209,28.51,74.159,Moderate,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2019,2589.32,5.46,4.03,2.531,67.9,40.4,1.68,7237636.0,101.979,64.986,2.122,98.4,50.5,72.054,83.878,58.125,27.517,137.0,0.951,47.032,Southeast Asia,18740555647.52,556.812,0.704,83.482,68.811,28.864,78.198,Moderate,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2020,2583.78,0.5,5.1,2.349,68.3,39.0,1.27,7346533.0,100.278,62.449,1.916,99.3,50.6,71.904,85.886,58.68,27.517,132.0,0.957,54.0,Southeast Asia,18981825034.74,694.205,0.709,81.364,69.463,29.051,80.137,Moderate,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2021,2526.05,2.53,5.69,2.08,67.8,37.7,1.31,7453194.0,99.11,59.853,1.859,100.0,51.5,71.755,87.524,60.323,21.951,139.0,0.963,62.0,Southeast Asia,18827140703.7,763.431,0.705,79.482,70.26,27.746,82.251,Moderate,Moderate,Excellent,Lower Middle,Poor
LAO,Lao PDR,2022,2046.4,2.71,4.7,1.209,68.7,36.4,1.29,7559007.0,95.699,56.878,1.461,100.0,49.2,71.605,89.145,61.37,21.951,120.0,0.996,62.7,Southeast Asia,15468751924.8,621.775,0.714,76.288,69.983,28.106,82.033,Moderate,Moderate,Good,Lower Middle,Poor
LAO,Lao PDR,2023,2066.95,3.75,11.24,1.186,69.0,35.2,1.71,7664993.0,95.038,54.433,1.234,96.5,30.15,71.456,92.626,61.407,21.951,112.0,0.996,63.626,Southeast Asia,15843157281.35,1466.407,0.718,74.736,64.744,28.118,81.872,Moderate,Moderate,Good,Lower Middle,Poor
LBN,Lebanon,2000,3986.84,1.34,5.76,8.641,73.9,17.6,3.07,4329340.0,85.122,62.577,3.511,99.3,4.9,13.507,84.317,19.698,2.344,24.0,1.002,7.953,West Asia,17260385885.6,1330.457,0.796,73.85,34.241,7.681,66.355,Developing,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2001,4009.56,3.84,8.24,8.499,74.4,16.6,3.0,4401918.0,84.428,60.706,2.841,99.3,4.6,13.499,84.775,19.829,2.344,22.0,1.002,6.783,West Asia,17649754336.08,1871.911,0.804,72.567,34.291,7.725,65.856,Developing,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2002,4290.85,3.42,6.98,8.248,74.8,15.7,3.0,4463504.0,85.524,62.555,2.553,99.3,5.7,13.491,85.233,19.959,2.344,21.0,1.002,7.0,West Asia,19152226138.4,1563.794,0.812,74.04,34.808,7.768,66.393,Developing,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2003,4437.72,3.23,14.24,8.061,75.3,14.9,3.0,4525508.0,86.773,64.856,3.511,99.2,7.0,13.483,85.691,20.091,2.344,19.0,1.002,8.0,West Asia,20082937361.76,3146.608,0.82,75.814,35.391,7.812,67.176,Developing,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2004,4600.68,6.68,8.97,7.85,75.7,14.1,3.0,4599279.0,88.684,66.018,2.641,99.9,6.1,13.475,86.149,20.281,2.344,18.0,1.002,9.0,West Asia,21159810909.72,1950.306,0.828,77.351,35.241,7.876,68.1,Developing,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2005,4602.2,2.69,12.2,8.249,76.1,13.4,3.6,4671102.0,89.189,66.424,2.646,99.2,6.4,13.467,86.607,20.51,4.688,17.0,1.002,10.14,West Asia,21497345624.4,2611.803,0.836,77.806,35.491,8.733,68.438,Developing,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2006,4635.25,1.55,12.14,8.679,75.7,12.7,3.6,4751136.0,88.527,67.239,2.78,99.4,6.4,13.459,87.066,20.745,4.688,17.0,1.002,15.0,West Asia,22022703144.0,2555.178,0.836,77.883,35.642,8.812,69.837,Developing,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2007,5125.26,9.31,13.6,8.98,76.7,12.2,3.43,4844118.0,88.327,68.043,2.584,97.8,7.3,13.451,87.524,20.984,4.688,16.0,1.002,18.74,West Asia,24827364220.68,2807.529,0.849,78.185,36.092,8.891,70.562,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2008,5912.05,9.07,14.88,7.666,77.0,11.7,3.43,4925354.0,86.236,68.899,2.015,99.9,5.1,13.442,87.982,21.585,4.688,15.0,1.002,22.53,West Asia,29118939115.7,3021.103,0.855,77.568,35.508,9.092,71.995,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2009,7090.85,10.23,13.57,6.355,77.3,11.4,3.45,4992287.0,85.369,71.092,1.766,99.3,4.3,13.434,88.44,22.195,3.125,15.0,1.002,30.14,West Asia,35399558273.95,2718.193,0.861,78.23,35.391,8.774,74.028,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2010,7625.81,7.98,11.13,6.768,77.5,11.1,3.45,5041288.0,84.797,70.562,1.613,99.5,5.7,13.426,88.898,22.817,3.125,15.0,1.002,43.68,West Asia,38443904443.28,2207.769,0.865,77.679,36.008,8.981,77.439,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2011,7834.96,0.87,7.86,7.352,77.8,11.0,3.45,5096020.0,84.837,73.829,1.653,99.7,6.2,13.484,89.356,23.448,3.125,15.0,1.002,52.0,West Asia,39927112859.2,1542.38,0.869,79.333,36.347,9.192,80.097,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2012,8406.98,2.56,7.07,7.952,77.9,10.9,3.45,5235742.0,85.279,72.212,2.149,99.5,5.6,13.543,89.814,24.089,3.125,14.0,1.002,61.25,West Asia,44016778279.16,1350.334,0.871,78.746,36.319,9.405,82.327,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2013,8162.38,3.83,5.68,8.477,78.0,10.9,2.86,5743436.0,86.803,71.223,2.434,99.6,5.9,13.601,90.272,24.74,3.125,13.0,1.002,70.5,West Asia,46880107137.68,988.955,0.872,79.013,36.591,9.622,84.846,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2014,7577.64,2.48,5.95,8.84,78.1,11.0,2.85,6346990.0,78.519,59.262,3.511,99.7,4.2,13.659,90.73,25.401,3.125,14.0,1.002,73.0,West Asia,48095205303.6,937.452,0.872,68.89,36.196,9.843,83.08,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2015,7714.11,0.46,4.32,9.312,78.3,11.2,3.37,6472469.0,77.161,58.108,3.511,99.7,4.2,13.717,91.188,26.114,3.125,15.0,1.002,74.0,West Asia,49929337837.59,667.442,0.872,67.634,36.368,10.08,83.131,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2016,8089.01,1.55,5.02,9.794,78.3,11.4,2.73,6323060.0,76.547,59.464,2.178,99.8,4.0,13.776,91.646,26.885,3.125,15.0,1.002,76.11,West Asia,51147295570.6,793.919,0.871,68.006,36.474,10.337,83.89,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2017,8608.21,0.9,4.76,10.258,78.2,11.8,2.73,6160128.0,78.122,63.14,2.216,99.9,4.0,13.835,92.104,27.67,3.125,15.0,1.002,78.181,West Asia,53027675450.88,772.711,0.867,70.631,36.646,10.599,85.204,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2018,9174.54,-1.88,4.84,10.755,78.3,12.3,2.73,5984119.0,77.576,64.244,2.617,99.7,4.7,13.893,92.465,28.47,4.688,15.0,1.002,80.9,West Asia,54901539130.26,808.807,0.864,70.91,37.019,11.387,85.994,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2019,8905.88,-6.91,3.69,11.301,78.2,12.8,2.73,5794594.0,77.093,65.277,2.52,100.0,5.1,13.952,92.6,29.286,4.688,15.0,1.002,81.481,West Asia,51605958812.72,636.8,0.86,71.185,37.217,11.659,86.316,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2020,5561.19,-21.4,5.07,13.252,76.3,13.5,2.73,5702398.0,76.102,65.897,2.435,100.0,6.3,14.011,92.6,25.944,4.688,27.0,1.002,82.066,West Asia,31712118733.62,889.1,0.837,71.0,37.637,10.545,86.416,Moderate,High,Poor,Upper Middle,Very Poor
LBN,Lebanon,2021,4045.37,-7.0,2.59,12.715,73.6,14.3,2.73,5718122.0,74.729,67.514,3.511,100.0,6.8,14.069,92.6,23.882,4.688,54.0,1.002,82.656,West Asia,23131919195.14,452.946,0.806,71.122,37.823,9.857,86.594,Moderate,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2022,3654.36,-0.62,2.51,11.105,78.0,15.1,2.1,5744489.0,76.454,64.502,1.332,100.0,1.4,14.128,92.6,22.339,6.25,15.0,1.002,82.798,West Asia,20992430822.04,436.941,0.846,70.478,36.043,9.864,86.469,Moderate,High,Poor,Lower Middle,Very Poor
LBN,Lebanon,2023,3477.72,-0.76,3.26,10.985,77.8,16.0,2.1,5773493.0,78.203,62.828,1.504,100.0,1.4,14.187,92.6,22.234,6.25,15.0,1.002,83.493,West Asia,20078592075.96,564.65,0.84,70.516,36.062,9.829,86.652,Moderate,High,Poor,Lower Middle,Very Poor
LKA,Sri Lanka,2000,860.2,6.0,1.04,7.74,71.2,13.0,2.96,19293054.0,101.214,59.422,3.378,70.3,64.2,34.547,83.675,36.331,11.808,39.0,0.993,0.647,South Asia,16595885050.8,53.905,0.789,80.318,60.807,16.377,58.735,Developing,High,Good,Low Income,Very Poor
LKA,Sri Lanka,2001,803.54,-1.55,1.09,7.9,71.8,12.7,3.02,19600362.0,102.92,59.422,3.378,63.6,62.9,34.446,83.92,36.077,11.808,37.0,0.993,0.794,South Asia,15749674881.48,55.611,0.797,81.171,60.422,16.293,57.371,Developing,High,Good,Low Income,Very Poor
LKA,Sri Lanka,2002,834.94,3.96,1.19,8.76,72.3,12.4,2.9,19805752.0,100.614,59.422,3.378,80.7,62.1,34.346,84.198,35.831,4.444,36.0,0.993,1.05,South Asia,16536614574.88,60.084,0.804,80.018,60.215,13.756,61.492,Developing,High,Good,Low Income,Very Poor
LKA,Sri Lanka,2003,946.38,5.94,1.21,8.22,72.4,12.1,3.09,19951521.0,97.224,59.422,3.378,75.0,61.3,34.246,84.476,35.59,4.444,35.0,0.993,1.459,South Asia,18881720443.98,60.647,0.807,78.323,60.007,13.676,59.814,Developing,High,Good,Low Income,Very Poor
LKA,Sri Lanka,2004,1028.62,5.45,1.13,8.38,68.0,16.7,2.86,20087605.0,92.198,59.422,3.378,76.5,61.6,34.146,84.755,35.35,4.889,37.0,0.993,1.446,South Asia,20662512255.1,56.254,0.74,75.81,60.167,13.744,59.628,Developing,Moderate,Good,Lower Middle,Very Poor
LKA,Sri Lanka,2005,1207.22,6.24,1.12,7.67,73.1,11.2,3.05,20216524.0,94.223,59.422,3.378,78.1,60.1,34.046,85.033,35.111,4.889,32.0,0.993,1.792,South Asia,24405792103.28,55.4,0.82,76.822,59.726,13.664,60.437,Developing,High,Good,Lower Middle,Very Poor
LKA,Sri Lanka,2006,1388.9,7.67,1.7,6.5,72.8,10.7,3.29,20352411.0,94.233,59.422,3.378,82.1,62.2,33.946,85.312,34.876,4.889,32.0,0.993,2.538,South Asia,28267463637.9,83.528,0.821,76.828,60.486,13.586,61.694,Developing,High,Good,Lower Middle,Very Poor
LKA,Sri Lanka,2007,1578.63,6.8,1.86,5.97,73.0,10.2,3.35,20492545.0,94.312,59.422,3.378,80.0,60.2,33.846,85.591,34.644,5.778,31.0,0.993,3.88,South Asia,32350146313.35,90.765,0.828,76.867,59.879,13.805,61.584,Developing,High,Good,Lower Middle,Very Poor
