economy,country,year,gdp_per_capita,gdp_growth,fdi_inflows,unemployment,life_expectancy,infant_mortality,hospital_beds,population,school_enrolment_primary,school_enrolment_secondary,education_expenditure,electricity_access,renewable_energy,forest_area,clean_water_access,female_labour,women_parliament,maternal_mortality,gender_parity,internet_users,sub_region,gdp_total,fdi_per_capita,health_index,education_index,environment_index,gender_index,development_index,development_category,life_expectancy_category,environment_category,gdp_category,gender_category
AFG,Afghanistan,2001,138.71,-9.43,0.02,7.973,55.5,107.0,1.66,20284307.0,22.14,14.04,3.378,9.3,45.6,1.853,29.763,14.196,11.808,1311.0,0.0,0.005,South Asia,2813636223.97,0.986,0.564,18.09,25.739,8.668,14.29,Very Poor,Low,Poor,Low Income,Very Poor
AFG,Afghanistan,2002,178.95,28.6,1.31,7.867,56.2,103.8,1.66,21378117.0,73.401,59.422,3.378,14.1,37.8,1.853,31.836,14.152,11.808,1263.0,0.993,0.005,South Asia,3825614037.15,61.278,0.572,66.411,23.83,8.984,28.088,Very Poor,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2003,198.87,8.83,1.28,7.844,57.2,100.6,1.66,22733049.0,95.336,13.96,3.378,19.0,36.7,1.853,33.909,14.154,11.808,1201.0,0.544,0.088,South Asia,4520921454.63,56.306,0.582,54.648,24.154,8.835,26.911,Very Poor,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2004,221.76,1.41,3.58,7.794,57.8,97.2,1.66,23560654.0,105.475,19.214,3.378,23.8,44.2,1.853,35.999,14.205,11.808,1166.0,0.406,0.106,South Asia,5224810631.04,151.948,0.588,62.344,27.351,8.806,30.562,Underdeveloped,Low,Poor,Low Income,Very Poor
AFG,Afghanistan,2005,254.18,11.23,4.37,7.878,58.2,93.7,1.66,24404567.0,99.504,20.274,3.378,28.7,33.9,1.853,38.108,14.302,27.309,1108.0,0.548,1.224,South Asia,6203152840.06,179.065,0.593,59.889,24.62,14.053,31.98,Underdeveloped,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2006,274.22,5.36,3.41,7.897,58.6,90.1,1.66,25424094.0,102.285,29.524,3.378,33.5,31.9,1.853,40.216,14.452,27.309,1069.0,0.573,2.107,South Asia,6971795056.68,134.125,0.597,65.904,24.656,14.111,35.432,Underdeveloped,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2007,376.22,13.83,1.94,7.841,59.0,86.7,1.66,25909852.0,99.323,28.815,3.378,38.4,28.8,1.853,42.429,14.67,27.686,1032.0,0.567,1.9,South Asia,9747804519.44,74.875,0.602,64.069,24.361,14.308,36.7,Underdeveloped,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2008,381.73,3.92,0.46,7.879,59.7,83.3,1.66,26482622.0,104.445,38.931,3.378,42.4,21.2,1.853,44.654,14.944,27.686,955.0,0.586,1.84,South Asia,10109211296.06,17.37,0.609,71.688,22.569,14.405,40.146,Underdeveloped,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2009,452.05,21.39,0.45,7.808,60.2,80.0,1.66,27466101.0,99.705,44.3,3.378,48.3,16.5,1.853,46.889,15.248,27.309,925.0,0.61,3.55,South Asia,12416050957.05,16.384,0.614,72.002,21.747,14.389,42.685,Underdeveloped,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2010,560.62,14.36,1.2,7.809,60.7,76.9,1.66,28284089.0,103.486,50.441,3.479,42.7,15.2,1.853,49.134,15.572,27.711,893.0,0.626,4.0,South Asia,15856625975.18,42.427,0.62,76.964,22.062,14.636,43.199,Underdeveloped,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2011,606.69,0.43,0.29,7.83,61.2,74.0,0.45,29347708.0,101.542,52.447,3.462,43.2,12.6,1.853,51.39,15.893,27.711,838.0,0.663,5.0,South Asia,17804960966.52,9.882,0.626,76.994,21.948,14.756,44.146,Underdeveloped,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2012,651.42,12.75,0.29,7.875,61.7,71.3,0.46,30560034.0,106.575,54.373,2.604,69.1,15.4,1.853,53.656,16.208,27.711,810.0,0.669,5.455,South Asia,19907417348.28,9.49,0.631,80.474,23.636,14.863,52.171,Developing,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2013,637.09,5.6,0.24,7.921,62.2,68.7,0.46,31622704.0,107.943,54.883,3.454,68.0,16.9,1.853,55.932,17.138,27.711,778.0,0.655,5.9,South Asia,20146508491.36,7.589,0.637,81.413,24.895,15.168,52.811,Developing,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2014,625.05,2.72,0.21,7.915,62.3,66.4,0.46,32792523.0,109.829,54.294,3.695,89.5,19.1,1.853,58.219,18.107,27.711,755.0,0.654,7.0,South Asia,20496966501.15,6.404,0.638,82.062,26.391,15.491,59.195,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2015,565.57,1.45,0.88,9.032,62.3,64.2,0.44,33831764.0,106.774,53.15,3.256,71.5,17.7,1.853,60.515,19.113,27.711,741.0,0.642,8.26,South Asia,19134230765.48,26.011,0.639,79.962,26.689,15.822,55.059,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2016,522.08,2.26,0.52,10.116,62.6,62.3,0.45,34700612.0,106.784,53.435,4.544,97.7,20.2,1.853,62.822,20.156,27.711,702.0,0.646,11.0,South Asia,18116495512.96,14.985,0.642,80.11,28.292,16.171,62.908,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2017,525.47,2.65,0.27,11.184,62.4,60.4,0.42,35688935.0,106.544,55.536,4.343,97.7,19.5,1.853,65.142,21.24,27.711,659.0,0.642,13.5,South Asia,18753464674.45,7.565,0.641,81.04,28.832,16.531,64.345,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2018,491.34,1.19,0.66,11.192,62.4,58.6,0.4,36743039.0,107.688,57.358,3.378,93.4,18.3,1.853,67.476,19.805,11.808,629.0,0.636,16.8,South Asia,18053324782.26,17.963,0.641,82.523,29.21,10.75,65.05,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2019,496.6,3.91,0.12,11.187,62.9,56.9,0.38,37856121.0,109.075,59.422,3.378,97.7,18.9,1.853,69.823,18.298,27.869,601.0,0.993,17.6,South Asia,18799349688.6,3.17,0.647,84.248,30.192,15.72,67.343,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2020,510.79,-2.35,0.06,11.71,61.5,55.3,0.33,39068979.0,101.214,59.422,3.378,97.7,18.2,1.853,72.182,16.474,27.016,634.0,0.993,17.048,South Asia,19956043783.41,1.536,0.633,80.318,30.745,14.828,66.812,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2021,356.5,-20.74,0.14,12.006,60.4,53.6,0.36,40000412.0,101.214,59.422,3.378,97.7,20.0,1.853,74.555,14.616,27.016,660.0,0.993,16.514,South Asia,14260146878.0,3.5,0.623,80.318,32.136,14.208,67.272,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2022,357.26,-6.24,0.46,14.1,65.6,52.0,0.36,40578842.0,101.214,59.422,3.378,85.3,20.0,1.853,76.939,5.159,11.808,551.0,0.993,17.192,South Asia,14497197092.92,11.336,0.675,80.318,32.931,5.987,64.937,Developing,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2023,413.76,2.27,0.46,14.008,66.0,50.4,0.35,41454761.0,101.214,59.422,3.378,85.3,46.0,1.853,78.927,5.145,11.808,521.0,0.993,17.709,South Asia,17152321911.36,11.096,0.68,80.318,42.26,5.982,65.564,Developing,Moderate,Moderate,Low Income,Very Poor
ARE,United Arab Emirates,2000,29865.5,10.85,-0.49,2.25,76.3,8.5,1.97,3493575.0,98.475,90.055,3.511,100.0,0.1,4.357,99.616,33.936,0.0,8.0,1.002,23.625,West Asia,104337364162.5,-140.257,0.881,94.265,34.691,11.646,79.376,Moderate,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2001,27745.17,1.4,1.15,2.443,77.6,8.3,1.98,3723590.0,122.87,90.055,3.511,100.0,0.1,4.368,99.614,34.533,0.0,7.0,1.002,26.272,West Asia,103311637560.3,308.842,0.896,106.462,34.694,11.845,83.087,Moderate,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2002,27753.61,2.43,0.09,2.659,78.7,8.2,1.95,3956826.0,118.775,90.055,3.511,100.0,0.1,4.379,99.635,35.173,0.0,5.0,1.002,28.316,West Asia,109816205641.86,22.746,0.909,104.415,34.705,12.058,83.092,Moderate,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2003,29659.54,8.8,3.42,2.903,79.6,8.0,1.95,4192457.0,117.26,90.055,3.511,100.0,0.1,4.39,99.656,35.834,0.0,5.0,1.002,29.478,West Asia,124346346089.78,815.751,0.921,103.658,34.715,12.279,83.198,Moderate,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2004,33376.72,9.57,6.77,2.965,80.3,7.9,1.76,4428967.0,110.694,90.055,3.511,100.0,0.1,4.401,99.677,36.496,0.0,4.0,1.002,30.131,West Asia,147824391448.24,1528.573,0.93,100.375,34.726,12.499,82.546,Moderate,Very High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2005,38719.31,4.86,6.03,3.12,80.8,7.7,1.31,4664790.0,105.72,90.055,3.511,100.0,0.1,4.412,99.699,37.187,0.0,4.0,1.002,40.0,West Asia,180617450094.9,1292.663,0.938,97.888,34.737,12.73,84.397,Moderate,Very High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2006,44342.6,9.84,5.77,2.964,81.2,7.6,2.1,5009100.0,100.258,90.055,3.511,100.0,0.1,4.423,99.721,38.323,5.0,3.0,1.002,52.0,West Asia,222116517660.0,1151.904,0.944,95.156,34.748,14.775,86.719,Moderate,Very High,Poor,Very High Income,Very Poor
ARE,United Arab Emirates,2007,45854.73,3.18,5.5,2.934,81.4,7.5,1.48,5624635.0,98.475,90.055,3.511,100.0,0.1,4.435,99.743,39.524,22.5,3.0,1.002,61.0,West Asia,257916119273.55,977.841,0.947,94.265,34.759,21.009,88.752,Moderate,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2008,50054.17,3.19,1.6,2.818,81.6,7.3,1.4,6302664.0,98.475,90.055,3.511,100.0,0.1,4.446,99.765,40.709,22.5,3.0,1.002,63.0,West Asia,315474615308.88,253.861,0.953,94.265,34.77,21.404,89.258,Moderate,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2009,37803.07,-5.24,0.45,2.932,81.7,7.2,1.37,6707058.0,98.475,90.055,3.511,100.0,0.1,4.457,99.788,41.791,22.5,3.0,1.002,64.0,West Asia,253547383068.06,67.094,0.956,94.265,34.782,21.764,89.513,Moderate,Very High,Poor,High Income,Poor
ARE,United Arab Emirates,2010,44795.29,1.6,2.86,2.798,81.9,7.0,1.27,6869838.0,98.475,90.055,3.511,100.0,0.1,4.468,99.811,42.861,22.5,3.0,1.002,68.0,West Asia,307736385463.02,416.313,0.962,94.265,34.793,22.121,90.519,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2011,51921.9,6.74,1.94,2.587,81.9,6.8,1.26,7104538.0,98.475,90.055,3.511,100.0,0.1,4.468,99.834,43.94,17.5,4.0,1.002,78.0,West Asia,368881111582.2,273.065,0.966,94.265,34.801,20.814,93.025,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2012,53141.61,4.68,2.44,2.323,81.9,6.7,1.29,7391448.0,98.475,90.055,3.511,100.0,0.1,4.468,99.857,44.993,17.5,4.0,1.002,85.0,West Asia,392793446951.28,330.111,0.968,94.265,34.808,21.165,94.78,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2013,53247.24,4.92,2.38,2.125,82.0,6.5,1.25,7693031.0,98.475,90.055,3.511,100.0,0.1,4.468,99.88,46.063,17.5,4.0,1.002,88.0,West Asia,409632667984.44,309.371,0.974,94.265,34.816,21.522,95.536,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2014,52725.24,4.63,2.61,1.999,82.0,6.3,1.29,8059440.0,98.475,90.055,3.511,100.0,0.1,4.468,99.904,47.13,17.5,3.0,1.002,90.4,West Asia,424935908265.6,323.844,0.979,94.265,34.824,21.877,96.142,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2015,44910.33,7.09,2.24,1.793,82.1,6.1,1.43,8505237.0,98.475,90.055,3.511,100.0,0.1,4.468,99.928,48.183,22.5,3.0,1.002,90.5,West Asia,381973000398.21,263.367,0.985,94.265,34.832,23.895,96.173,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2016,42721.1,5.66,2.52,1.64,82.2,5.8,1.39,8935095.0,98.475,90.055,3.511,100.0,0.1,4.468,99.952,49.228,22.5,3.0,0.961,90.6,West Asia,381717087004.5,282.034,0.994,94.265,34.84,24.23,96.204,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2017,43733.62,-1.06,2.57,2.462,82.4,5.6,1.46,9223225.0,98.475,90.055,3.511,100.0,0.2,4.468,99.976,50.926,22.5,3.0,0.948,94.82,West Asia,403365017324.5,278.644,1.003,94.265,34.881,24.791,97.265,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2018,47135.36,1.54,2.36,2.236,82.4,5.3,1.6,9346701.0,105.675,102.184,3.511,100.0,0.3,4.468,100.0,51.312,22.5,3.0,1.002,98.45,West Asia,440560116447.36,252.496,1.013,103.929,34.923,24.938,100.595,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2019,45938.61,1.27,4.12,2.331,82.6,5.0,1.83,9445785.0,107.533,101.747,3.86,100.0,0.7,4.468,100.0,54.381,50.0,3.0,0.994,99.15,West Asia,433926233258.85,436.173,1.026,104.64,35.056,35.125,100.947,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2020,37991.75,-8.69,5.57,4.294,81.9,4.7,1.91,9401038.0,108.07,99.164,3.984,100.0,0.9,4.468,100.0,58.18,50.0,6.0,1.01,100.0,West Asia,357161885436.5,592.488,1.032,103.617,35.123,36.397,100.904,Highly Developed,Very High,Poor,High Income,Poor
ARE,United Arab Emirates,2021,44118.5,4.55,4.89,3.105,79.1,4.4,1.88,9575152.0,106.653,103.211,3.894,100.0,1.0,4.468,100.0,50.452,50.0,6.0,1.002,100.0,West Asia,422441343512.0,510.697,1.018,104.932,35.156,33.818,101.233,Highly Developed,High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2022,50759.76,7.51,4.45,2.872,80.5,4.2,1.87,10074977.0,107.287,102.381,3.511,100.0,1.4,4.468,100.0,53.057,50.0,2.0,1.002,100.0,West Asia,511403414525.52,441.688,1.043,104.834,35.289,34.686,101.208,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2023,49850.69,4.3,5.87,2.151,82.9,4.0,2.1,10483751.0,106.26,101.945,3.511,100.0,1.4,4.468,100.0,52.347,50.0,3.0,1.002,100.0,West Asia,522622221138.19,559.914,1.079,104.102,35.289,34.45,101.026,Highly Developed,Very High,Poor,Very High Income,Poor
ARM,Armenia,2000,593.45,5.9,5.45,11.107,72.9,27.8,6.65,3221100.0,90.635,86.051,2.773,98.9,7.2,11.684,95.669,54.459,3.053,40.0,1.071,1.3,West Asia,1911561795.0,1691.969,0.765,88.343,38.184,19.528,71.053,Moderate,High,Poor,Low Income,Very Poor
ARM,Armenia,2001,659.59,9.6,3.3,11.012,73.0,26.4,5.24,3211800.0,100.957,86.783,2.469,100.0,5.4,11.677,95.883,54.317,3.053,38.0,1.002,1.631,West Asia,2118471162.0,1027.461,0.768,93.87,37.653,19.457,72.846,Moderate,High,Poor,Low Income,Very Poor
ARM,Armenia,2002,742.65,13.2,4.66,10.888,72.8,25.0,4.57,3199800.0,100.275,90.055,2.135,98.0,8.9,11.669,96.111,54.029,3.053,36.0,1.002,1.96,West Asia,2376331470.0,1456.341,0.768,95.165,38.893,19.361,72.809,Moderate,High,Poor,Low Income,Very Poor
ARM,Armenia,2003,882.03,14.0,4.38,10.769,72.8,23.7,4.68,3182500.0,102.086,90.055,2.145,99.1,9.8,11.662,96.345,53.753,4.58,35.0,1.002,4.575,West Asia,2807060475.0,1376.277,0.77,96.071,39.269,19.778,74.023,Moderate,High,Poor,Low Income,Very Poor
ARM,Armenia,2004,1130.09,10.5,6.91,10.676,73.0,22.5,4.72,3164900.0,102.151,88.651,2.487,99.1,8.7,11.655,96.581,53.518,5.344,34.0,1.002,4.899,West Asia,3576621841.0,2183.323,0.774,95.401,38.979,19.955,73.995,Moderate,High,Poor,Lower Middle,Very Poor
ARM,Armenia,2005,1557.48,13.9,5.96,10.584,73.1,21.3,4.77,3146400.0,100.409,92.056,2.712,99.8,6.5,11.647,96.817,53.338,5.344,32.0,1.002,5.253,West Asia,4900455072.0,1894.228,0.778,96.232,38.321,19.895,74.526,Moderate,High,Poor,Lower Middle,Very Poor
ARM,Armenia,2006,2041.65,13.2,7.31,10.497,72.8,20.1,4.77,3127100.0,103.897,95.268,2.716,99.1,7.7,11.64,97.056,53.243,5.344,31.0,1.002,5.632,West Asia,6384443715.0,2337.629,0.778,99.583,38.799,19.863,75.343,Moderate,High,Poor,Lower Middle,Very Poor
ARM,Armenia,2007,2962.7,13.7,7.25,10.394,72.9,19.1,4.41,3107400.0,116.752,96.818,3.019,99.2,7.0,11.633,97.296,53.273,9.16,30.0,1.006,6.021,West Asia,9206293980.0,2333.14,0.781,106.785,38.643,21.146,77.326,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2008,3777.67,6.9,8.09,17.1,73.1,18.1,4.18,3087100.0,117.701,96.533,3.173,99.2,6.4,11.625,97.538,52.96,8.397,29.0,0.996,6.21,West Asia,11662045057.0,2620.582,0.786,107.117,38.521,20.784,77.516,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2009,2820.59,-14.1,8.79,19.295,73.1,17.2,4.1,3066000.0,113.783,102.958,3.841,99.3,7.8,11.618,97.781,54.373,9.16,29.0,0.99,15.3,West Asia,8647928940.0,2866.928,0.789,108.37,39.066,21.508,80.188,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2010,3041.34,2.2,5.72,19.523,73.2,16.4,4.15,3044800.0,100.986,107.732,3.249,99.8,9.4,11.611,98.026,54.4,9.16,28.0,0.995,25.0,West Asia,9260272032.0,1878.613,0.793,104.359,39.679,21.518,81.796,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2011,3349.55,4.7,6.44,18.884,73.8,15.6,4.19,3027900.0,98.335,94.877,3.144,99.5,8.0,11.604,98.272,54.222,8.397,27.0,1.008,32.0,West Asia,10142102445.0,2126.887,0.802,96.606,39.292,21.209,81.594,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2012,3511.56,7.2,4.68,17.511,74.1,14.8,4.19,3024100.0,97.088,90.055,2.772,99.5,6.6,11.596,98.52,53.928,10.687,27.0,1.002,37.5,West Asia,10619308596.0,1547.568,0.809,93.572,38.905,21.872,82.273,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2013,3680.17,3.3,3.11,16.576,74.6,14.1,4.2,3022000.0,95.874,86.872,2.65,99.4,6.8,11.589,98.771,53.878,10.687,26.0,1.029,41.9,West Asia,11121473740.0,1029.12,0.817,91.373,39.053,21.865,82.861,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2014,3852.12,3.6,3.5,17.498,74.9,13.4,4.28,3013800.0,94.418,86.52,2.247,99.7,7.1,11.582,99.017,53.835,10.687,26.0,1.04,54.623,West Asia,11609519256.0,1161.325,0.824,90.469,39.233,21.854,85.952,Moderate,High,Poor,Lower Middle,Poor
ARM,Armenia,2015,3512.39,3.2,1.74,18.261,74.9,12.8,4.29,3004600.0,93.088,86.442,2.806,100.0,10.7,11.574,99.22,53.826,10.687,25.0,1.038,59.101,West Asia,10553326994.0,579.112,0.827,89.765,40.498,21.85,87.022,Moderate,High,Moderate,Lower Middle,Poor
ARM,Armenia,2016,3524.42,0.2,3.17,17.617,74.9,12.2,4.28,2992300.0,93.111,90.055,2.758,99.8,13.2,11.567,99.32,53.881,10.687,25.0,1.002,64.346,West Asia,10546121966.0,1059.386,0.831,91.583,41.362,21.857,88.762,Moderate,High,Moderate,Lower Middle,Poor
ARM,Armenia,2017,3869.05,7.5,2.19,17.704,75.2,11.7,4.27,2979400.0,93.099,90.055,2.708,99.7,12.6,11.56,99.42,53.766,18.095,24.0,1.002,64.745,West Asia,11527447570.0,735.047,0.837,91.577,41.193,24.288,88.86,Moderate,High,Moderate,Lower Middle,Poor
ARM,Armenia,2018,4196.01,5.2,2.14,18.966,75.6,11.2,4.18,2969000.0,92.135,83.025,2.113,99.9,11.1,11.552,99.463,53.631,18.095,24.0,1.023,68.245,West Asia,12457953690.0,720.781,0.845,87.58,40.705,24.25,88.797,Moderate,High,Moderate,Lower Middle,Poor
ARM,Armenia,2019,4597.23,7.6,0.74,18.304,76.2,10.7,4.06,2962500.0,92.323,86.826,2.16,100.0,10.3,11.545,99.459,50.799,23.485,23.0,1.035,66.544,West Asia,13619293875.0,249.789,0.855,89.574,40.435,25.106,88.894,Moderate,High,Moderate,Lower Middle,Poor
ARM,Armenia,2020,4268.68,-7.2,0.46,18.175,73.4,10.2,4.45,2961500.0,92.869,88.508,2.706,100.0,8.4,11.649,99.456,54.317,23.485,43.0,1.032,76.508,West Asia,12641695820.0,155.327,0.832,90.688,39.835,26.278,91.663,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2021,4685.18,5.8,2.64,15.469,72.3,9.7,4.43,2962300.0,94.639,91.485,2.768,100.0,9.1,11.642,99.453,55.118,33.645,57.0,1.021,78.612,West Asia,13878908714.0,891.199,0.826,93.062,40.065,29.928,92.782,Developed,High,Moderate,Lower Middle,Poor
ARM,Armenia,2022,6571.97,12.6,5.0,13.451,74.8,9.3,4.2,2969200.0,96.945,91.711,2.492,100.0,1.4,11.634,99.913,50.24,35.514,27.0,1.002,77.028,West Asia,19513493324.0,1683.955,0.856,94.328,37.649,28.919,92.817,Developed,High,Poor,Upper Middle,Poor
ARM,Armenia,2023,8159.09,8.3,2.4,12.405,77.5,8.9,4.24,2964300.0,98.09,89.411,2.439,100.0,1.4,11.618,99.922,51.517,35.514,19.0,1.002,79.997,West Asia,24185990487.0,809.635,0.887,93.75,37.647,29.344,93.417,Developed,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2000,655.1,11.1,2.46,11.78,65.4,59.9,7.64,8048600.0,97.207,90.055,3.854,98.9,2.1,11.951,75.563,72.205,9.107,46.0,1.002,0.148,West Asia,5272637860.0,305.643,0.671,93.631,29.871,27.438,67.06,Developing,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2001,703.67,9.9,14.36,10.91,66.0,55.7,7.48,8111200.0,98.861,90.055,3.503,98.6,1.8,12.006,76.474,70.283,10.484,45.0,1.002,0.306,West Asia,5707608104.0,1770.392,0.678,94.458,30.093,27.256,67.46,Developing,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2002,763.11,9.44,32.47,10.04,66.8,51.7,7.36,8171950.0,98.349,90.055,3.154,100.0,2.4,12.059,77.386,68.823,10.484,40.0,1.002,5.0,West Asia,6236096764.5,3973.348,0.687,94.202,30.615,26.77,69.147,Developing,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2003,883.69,10.21,55.07,9.17,67.0,47.9,7.23,8234100.0,96.213,90.055,3.286,98.8,2.9,12.109,78.3,66.626,10.484,41.0,1.002,41.24,West Asia,7276391829.0,6688.041,0.691,93.134,31.103,26.037,77.868,Moderate,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2004,1045.01,9.25,54.37,7.99,67.5,44.5,7.19,8306500.0,97.261,90.055,3.448,99.0,3.1,12.16,79.217,64.222,10.484,40.0,1.002,41.24,West Asia,8680375565.0,6545.476,0.697,93.658,31.492,25.236,78.279,Moderate,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2005,1578.37,27.96,33.8,7.26,67.7,41.4,7.15,8391850.0,95.527,90.055,2.975,99.1,3.4,12.217,80.134,62.978,13.043,40.0,1.002,8.03,West Asia,13245444284.5,4027.717,0.701,92.791,31.917,25.674,70.014,Moderate,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2006,2472.96,34.47,21.38,6.62,68.5,38.6,7.0,8484550.0,94.217,90.055,2.556,99.5,2.9,12.275,81.053,61.162,11.29,33.0,1.002,11.992,West Asia,20981952768.0,2519.874,0.711,92.136,32.076,24.485,71.17,Moderate,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2007,3851.33,25.46,13.9,6.33,68.7,36.1,6.87,8581300.0,94.771,90.055,2.549,99.5,3.8,12.331,81.974,56.405,11.382,33.0,1.002,14.54,West Asia,33049418129.0,1619.801,0.715,92.413,32.702,22.93,72.107,Moderate,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2008,5574.47,10.59,8.16,5.86,69.4,33.7,6.75,8763400.0,94.072,90.055,2.441,99.7,3.1,12.386,82.897,56.428,11.382,30.0,1.002,17.08,West Asia,48851310398.0,931.145,0.724,92.064,32.794,22.937,72.935,Moderate,Moderate,Poor,Upper Middle,Poor
AZE,Azerbaijan,2009,4950.4,9.37,6.55,5.74,69.9,31.6,6.63,8947243.0,95.069,90.055,3.224,99.9,3.3,12.442,83.82,58.092,11.382,29.0,1.002,27.4,West Asia,44292431747.2,732.069,0.731,92.562,33.187,23.492,75.92,Moderate,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2010,5843.53,4.79,6.34,5.63,70.3,29.5,4.5,9054332.0,93.762,83.085,2.781,99.9,4.4,12.491,84.749,59.793,16.0,28.0,1.002,46.0,West Asia,52909260671.96,700.217,0.737,88.423,33.88,25.598,79.768,Moderate,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2011,7189.82,-1.57,6.8,5.42,70.6,27.5,4.12,9173082.0,95.574,82.918,2.436,99.9,3.5,12.601,85.682,59.434,16.0,27.0,1.002,50.0,West Asia,65952808425.24,741.299,0.742,89.246,33.928,25.479,81.207,Moderate,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2012,7495.87,2.2,7.6,5.19,71.1,25.7,4.15,9295784.0,97.955,82.762,2.068,100.0,2.8,12.711,86.618,59.237,16.0,28.0,1.002,54.2,West Asia,69679988412.08,817.575,0.75,90.358,34.043,25.413,82.794,Moderate,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2013,7875.35,5.84,3.53,4.97,71.5,24.1,4.18,9416801.0,100.5,83.138,2.442,100.0,2.5,12.821,87.558,59.364,15.574,24.0,1.002,73.0,West Asia,74160603755.35,374.862,0.756,91.819,34.293,25.313,88.094,Moderate,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2014,7890.84,2.8,5.89,4.91,71.9,22.5,4.33,9535079.0,106.06,83.439,2.633,100.0,2.1,12.93,88.5,60.244,15.574,23.0,1.002,75.0,West Asia,75239782776.36,617.719,0.763,94.75,34.51,25.607,89.562,Moderate,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2015,5500.5,1.05,7.63,4.96,72.3,21.1,4.13,9649341.0,106.601,84.81,2.952,100.0,2.3,13.04,89.443,61.096,16.935,21.0,1.002,77.0,West Asia,53076200170.5,790.728,0.77,95.706,34.928,26.344,90.537,Developed,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2016,3880.69,-3.06,11.88,5.0,72.6,19.8,4.12,9757812.0,106.432,86.586,2.903,100.0,1.9,13.154,90.387,62.043,16.8,22.0,1.002,78.2,West Asia,37867043450.28,1217.486,0.777,96.509,35.147,26.615,91.274,Developed,High,Poor,Lower Middle,Poor
