economy,Country,year,gdp_per_capita,gdp_growth,fdi_inflows,unemployment,life_expectancy,infant_mortality,hospital_beds,population,school_enrolment_primary,school_enrolment_secondary,education_expenditure,electricity_access,renewable_energy,forest_area,clean_water_access,female_labour,women_parliament,maternal_mortality,gender_parity,internet_users,sub_region,gdp_total,fdi_per_capita,health_index,education_index,environment_index,gender_index,development_index,development_category,life_expectancy_category,environment_category,gdp_category,gender_category
GEO,Georgia,2014,4830.33,4.09,10.22,17.439,73.1,9.2,3.08,3719414.0,109.977,105.757,2.941,100.0,30.7,40.616,95.972,58.811,12.0,32.0,1.012,49.102,West Asia,17965997026.62,2747.744671606871,0.8396956521739131,107.867,55.76266666666667,23.941000000000003,88.23525,Developed,High,Good,Lower Middle,Poor
GEO,Georgia,2015,4086.62,3.35,11.4,16.506,73.2,8.9,3.38,3725276.0,107.8,106.764,3.109,100.0,27.5,40.616,96.101,58.678,11.333,30.0,1.014,47.57,West Asia,15223787407.119999,3060.1759440105916,0.8443595505617978,107.282,54.739,23.674999999999997,87.73825,Developed,High,Moderate,Lower Middle,Poor
GEO,Georgia,2016,4143.4,3.45,10.75,16.604,73.1,8.7,3.64,3727505.0,104.043,107.78,3.523,100.0,27.2,40.616,96.231,58.551,16.0,28.0,1.01,58.459,West Asia,15444544216.999998,2883.9666211044655,0.8459425287356321,105.9115,54.68233333333333,25.187,90.150375,Highly Developed,High,Moderate,Lower Middle,Poor
GEO,Georgia,2017,4418.75,5.16,11.72,13.939,73.4,8.5,3.98,3728004.0,102.938,109.523,3.524,100.0,27.5,40.616,96.359,58.382,16.0,27.0,1.011,59.706,West Asia,16473117675.0,3143.7734508868552,0.8516470588235295,106.2305,54.824999999999996,25.131,90.573875,Highly Developed,High,Moderate,Lower Middle,Poor
GEO,Georgia,2018,4804.05,6.06,7.28,12.667,74.0,8.4,4.22,3726549.0,100.787,111.617,3.461,99.9,27.4,40.616,96.486,55.742,16.0,24.0,1.012,62.718,West Asia,17902527723.45,1953.5500539507195,0.8590476190476191,106.202,54.834,24.25133333333333,91.32650000000001,Highly Developed,High,Moderate,Lower Middle,Poor
GEO,Georgia,2019,4741.28,5.38,7.93,11.565,74.2,8.3,4.61,3720161.0,101.236,111.901,3.83,100.0,24.7,40.616,96.613,54.716,14.765,22.0,1.008,68.847,West Asia,17638324946.079998,2131.6281741569787,0.8624819277108433,106.5685,53.976333333333336,23.49633333333333,93.007125,Highly Developed,High,Moderate,Lower Middle,Poor
GEO,Georgia,2020,4300.86,-6.29,3.48,11.734,73.5,8.2,4.9,3722716.0,100.78,108.067,3.81,100.0,23.4,40.616,96.738,55.206,20.667,30.0,1.007,72.532,West Asia,16010880335.759998,934.8013654546842,0.8569512195121951,104.42349999999999,53.584666666666664,25.62666666666667,93.423375,Highly Developed,High,Moderate,Lower Middle,Poor
GEO,Georgia,2021,5083.61,10.64,6.84,11.785,71.6,8.2,5.44,3708610.0,101.286,106.202,3.594,100.0,25.2,40.616,96.878,53.055,19.333,60.0,1.006,76.443,West Asia,18853126882.1,1844.3567805727753,0.8379512195121951,103.744,54.23133333333334,24.46466666666667,94.26624999999999,Highly Developed,High,Moderate,Upper Middle,Poor
GEO,Georgia,2022,6729.85,10.96,9.04,11.621,74.1,8.1,4.72,3712502.0,102.728,103.71,3.755,100.0,1.4,40.616,97.016,55.755,19.048,22.0,1.002,78.711,West Asia,24984581584.7,2435.0155232239604,0.8644567901234568,103.219,46.344,25.26833333333333,94.7365,Highly Developed,High,Moderate,Upper Middle,Poor
GEO,Georgia,2023,8283.67,7.83,6.86,11.549,74.5,8.0,4.04,3715483.0,100.887,103.184,3.709,100.0,1.4,40.616,97.154,56.251,18.44,20.0,1.002,81.884,West Asia,30777835062.61,1846.3279202192555,0.87,102.0355,46.38999999999999,25.230999999999998,95.268375,Highly Developed,High,Moderate,Upper Middle,Poor
IDN,Indonesia,2000,763.71,4.92,-2.76,6.077,66.3,41.3,0.58,216077790.0,108.994,55.598,3.085,86.3,45.6,53.944,75.776,51.67,8.0,311.0,0.97,0.926,Southeast Asia,165020769000.9,-12.773177659767809,0.6872130750605326,82.29599999999999,58.44,20.213333333333335,61.32449999999999,Moderate,Moderate,Good,Low Income,Poor
IDN,Indonesia,2001,732.31,3.64,-1.86,6.082,66.6,39.5,0.58,219097902.0,109.43,56.227,2.46,86.3,44.3,53.857,76.775,49.986,8.0,300.0,0.978,2.019,Southeast Asia,160447584613.62,-8.489355594103316,0.6913164556962025,82.8285,58.31066666666667,19.654666666666667,61.980625,Moderate,Moderate,Good,Low Income,Very Poor
IDN,Indonesia,2002,881.0,4.5,0.07,6.604,67.0,37.7,0.58,222088495.0,110.117,57.647,2.646,87.6,44.7,53.771,77.765,48.048,8.0,283.0,0.981,2.134,Southeast Asia,195659964095.0,0.31518967247718077,0.6965251989389921,83.882,58.74533333333333,19.009666666666668,62.84525,Moderate,Moderate,Good,Low Income,Very Poor
IDN,Indonesia,2003,1043.21,4.78,-0.25,6.657,67.1,36.1,0.58,225048008.0,110.177,60.724,3.218,87.9,43.0,53.685,78.745,47.846,8.0,279.0,0.983,2.387,Southeast Asia,234772332425.68002,-1.110874085141869,0.6987008310249306,85.4505,58.47666666666667,18.942999999999998,63.620625000000004,Moderate,Moderate,Good,Lower Middle,Very Poor
IDN,Indonesia,2004,1126.84,5.03,0.74,7.303,65.5,36.7,0.58,227926649.0,109.679,62.976,2.748,89.0,41.5,53.598,79.715,47.236,11.273,283.0,0.987,2.6,Southeast Asia,256836865159.15997,3.2466585335530467,0.6822479564032697,86.3275,58.270999999999994,19.832,64.410625,Moderate,Moderate,Good,Lower Middle,Very Poor
IDN,Indonesia,2005,1238.21,5.69,2.92,7.945,67.5,33.2,0.59,230871650.0,109.017,61.638,2.873,84.8,41.6,53.512,80.674,46.082,11.273,268.0,0.975,3.602,Southeast Asia,285867585746.5,12.64772006437343,0.7051204819277109,85.3275,58.595333333333336,19.443333333333335,63.600875,Moderate,Moderate,Good,Lower Middle,Very Poor
IDN,Indonesia,2006,1558.32,5.5,1.35,7.551,67.7,31.8,0.59,233951652.0,107.673,64.642,3.085,90.6,40.1,53.426,81.623,46.008,11.273,264.0,0.983,4.765,Southeast Asia,364571538344.64,5.77042302740397,0.7084465408805032,86.1575,58.383,19.421333333333333,65.78637499999999,Moderate,Moderate,Good,Lower Middle,Very Poor
IDN,Indonesia,2007,1823.22,6.35,1.6,8.06,67.9,30.5,0.6,237062337.0,110.422,71.855,3.044,91.1,40.0,53.339,82.561,49.839,11.636,257.0,0.979,5.786,Southeast Asia,432216794065.14,6.749279620912537,0.7117868852459017,91.1385,58.63333333333333,20.817999999999998,67.646375,Moderate,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2008,2124.55,6.01,1.83,7.208,68.1,29.3,0.62,240157903.0,109.334,70.168,2.902,92.7,41.1,53.253,83.49,50.387,11.636,251.0,0.984,7.917,Southeast Asia,510227472818.65,7.619986588573768,0.7151296928327644,89.751,59.281000000000006,21.002333333333333,68.4645,Moderate,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2009,2218.49,4.63,0.9,6.106,68.3,28.2,0.58,243220028.0,110.992,74.504,3.525,93.6,38.2,53.167,84.391,50.3,17.857,246.0,0.983,6.92,Southeast Asia,539581199917.72,3.7003531633505116,0.7184609929078014,92.748,58.586000000000006,23.046666666666667,69.41475,Moderate,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2010,3065.68,6.22,2.03,5.614,68.4,27.1,0.56,246305322.0,113.011,75.652,2.812,94.2,36.0,53.08,85.166,50.973,18.036,242.0,1.021,10.92,Southeast Asia,755093299548.96,8.241803236391293,0.7209003690036901,94.3315,58.081999999999994,23.343333333333334,71.15437499999999,Developed,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2011,3579.46,6.17,2.3,5.153,68.6,26.1,0.6,249470032.0,114.684,78.133,3.189,94.8,32.4,52.587,85.638,50.989,18.214,230.0,1.022,12.28,Southeast Asia,892968000742.72,9.219544253716213,0.7243141762452107,96.4085,56.875,23.408333333333335,72.28162499999999,Developed,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2012,3632.27,6.03,2.31,4.468,68.9,25.1,0.81,252698525.0,115.201,80.093,3.407,96.0,30.1,52.094,86.075,51.49,18.571,220.0,1.008,14.52,Southeast Asia,917869271401.75,9.141327595798195,0.7288406374501992,97.64699999999999,56.089666666666666,23.689666666666668,73.56049999999999,Developed,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2013,3566.6,5.56,2.55,4.336,69.1,24.1,0.96,255852467.0,111.657,81.89,3.359,96.5,30.6,51.6,86.497,50.714,18.571,208.0,0.984,14.94,Southeast Asia,912523408802.2,9.966681306223247,0.7324937759336099,96.7735,56.23233333333334,23.423,73.677625,Developed,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2014,3441.07,5.01,2.82,4.049,69.3,23.2,0.91,258877399.0,109.66,83.556,3.288,97.0,29.3,51.107,86.907,50.64,16.937,198.0,0.982,17.143,Southeast Asia,890815251376.93,10.893187319144843,0.736103448275862,96.608,55.77133333333333,22.852999999999998,74.4145,Developed,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2015,3288.22,4.88,2.3,4.514,69.5,22.3,0.95,261799249.0,107.984,87.842,3.584,97.5,26.6,50.614,87.302,50.772,17.117,190.0,0.986,22.063,Southeast Asia,860853526546.7799,8.7853575164381,0.7398430493273542,97.913,54.838666666666676,22.958333333333332,76.1945,Developed,Moderate,Moderate,Lower Middle,Poor
IDN,Indonesia,2016,3521.47,5.03,0.49,4.301,69.7,21.5,0.97,264627418.0,105.922,87.819,1.21,97.6,27.8,50.743,87.685,50.949,17.117,182.0,0.996,25.447,Southeast Asia,931877513664.46,1.8516599818088388,0.7435116279069768,96.87049999999999,55.409333333333336,23.020666666666667,76.90062499999999,Developed,Moderate,Good,Lower Middle,Poor
IDN,Indonesia,2017,3798.88,5.07,2.02,3.783,70.0,20.7,1.02,267346658.0,104.383,90.946,1.053,98.1,25.2,50.039,88.054,51.943,19.821,173.0,0.994,32.336,Southeast Asia,1015617872143.04,7.555733126089797,0.7483091787439613,97.6645,54.431000000000004,24.252666666666666,79.038625,Developed,Moderate,Moderate,Lower Middle,Poor
IDN,Indonesia,2018,3860.95,5.17,1.81,4.387,70.1,19.9,1.15,269951846.0,103.3,92.812,0.994,98.5,22.0,49.717,88.41,53.131,19.821,168.0,0.993,39.905,Southeast Asia,1042270579813.7,6.704899510114852,0.751251256281407,98.056,53.37566666666667,24.64833333333333,81.21775,Developed,High,Moderate,Lower Middle,Poor
IDN,Indonesia,2019,4106.95,5.02,2.23,3.59,70.3,19.3,1.16,272489381.0,101.265,94.947,0.964,98.9,19.8,49.394,88.754,53.949,17.391,161.0,0.996,47.691,Southeast Asia,1119100263297.95,8.183805151658369,0.7548134715025906,98.106,52.64933333333334,24.112,83.36275,Developed,High,Moderate,Lower Middle,Poor
IDN,Indonesia,2020,3853.7,-2.07,1.81,4.255,68.8,18.6,1.38,274814866.0,100.952,96.935,1.016,97.0,21.9,49.072,89.085,53.203,20.348,184.0,0.996,53.726,Southeast Asia,1059054049104.2,6.586252142560585,0.741763440860215,98.9435,53.35233333333334,24.849,84.688625,Developed,Moderate,Moderate,Lower Middle,Poor
IDN,Indonesia,2021,4287.17,3.7,1.79,3.827,67.5,18.0,1.34,276758053.0,100.31,97.844,1.032,99.2,20.2,48.362,89.404,52.069,21.043,226.0,0.996,62.104,Southeast Asia,1186508822080.01,6.467743144587016,0.7305555555555556,99.077,52.65533333333334,24.702666666666662,87.44624999999999,Developed,Moderate,Moderate,Lower Middle,Poor
IDN,Indonesia,2022,4730.83,5.31,1.87,3.462,70.9,17.5,1.4,278830529.0,98.701,97.817,0.864,100.0,30.15,48.042,89.711,52.562,21.913,148.0,0.996,66.485,Southeast Asia,1319099831509.07,6.706582692743806,0.7661428571428572,98.25899999999999,55.96766666666667,25.156999999999996,88.61375000000001,Developed,High,Good,Lower Middle,Poor
IDN,Indonesia,2023,4876.31,5.05,1.57,3.308,71.1,17.0,1.37,281190067.0,98.157,96.0,1.275,99.4,30.15,47.722,89.358,53.487,21.565,140.0,0.996,69.208,Southeast Asia,1371169935612.77,5.583412020027009,0.7698235294117647,97.07849999999999,55.74333333333334,25.349333333333334,88.76112499999999,Developed,High,Good,Lower Middle,Poor
IND,India,2000,442.75,3.84,0.77,7.589,62.7,66.3,2.13,1057922733.0,98.809,47.173,4.325,60.3,46.9,22.733,79.492,34.397,9.007,362.0,0.802,0.528,South Asia,468395290035.75,0.7278414348999531,0.6420829562594268,72.991,49.708333333333336,14.735333333333331,53.327749999999995,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2001,450.36,4.82,1.06,7.611,63.2,64.3,2.09,1077898575.0,96.901,46.825,3.378,62.0,47.1,22.798,80.066,34.483,8.84,349.0,0.81,0.66,South Asia,485442402237.0,0.9833949358361477,0.6475520995334371,71.863,49.988,14.710999999999999,53.64725,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2002,469.15,3.8,1.01,7.681,63.6,62.4,2.05,1097600380.0,97.447,48.807,3.378,62.3,45.8,22.862,80.768,34.57,8.84,330.0,0.83,1.538,South Asia,514939218277.0,0.9201891857945603,0.6520256410256411,73.12700000000001,49.81,14.746666666666664,54.43325,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2003,544.14,7.86,0.61,7.633,64.1,60.5,2.02,1116803006.0,105.665,51.426,3.613,65.4,45.6,22.926,81.469,34.66,8.84,313.0,0.916,1.686,South Asia,607697187684.84,0.5462019682278685,0.6575289256198347,78.5455,49.998333333333335,14.805333333333332,56.775125,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2004,624.26,7.92,0.77,7.598,64.5,58.6,1.99,1135991513.0,101.214,53.247,3.353,64.4,44.9,22.99,82.169,34.753,8.257,296.0,0.993,1.976,South Asia,709154061905.38,0.6778219653829404,0.6620648464163823,77.2305,50.019666666666666,14.667666666666667,56.443875000000006,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2005,710.49,7.92,0.89,7.551,64.9,56.7,1.95,1154676322.0,101.214,55.931,3.189,68.8,44.2,23.054,82.866,34.852,8.287,277.0,0.993,2.388,South Asia,820385980017.78,0.7707787741403084,0.666636684303351,78.57249999999999,50.04,14.710666666666667,58.156625,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2006,801.67,8.06,2.13,7.553,65.4,54.8,1.92,1172878890.0,101.214,56.786,3.143,67.9,43.2,23.118,83.562,33.499,8.257,258.0,0.993,2.806,South Asia,940261819746.2999,1.8160442805821153,0.6722481751824818,79.0,49.96,14.249666666666668,58.317,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2007,1021.89,7.66,2.07,7.562,65.8,52.8,1.89,1190676021.0,113.33,59.148,3.378,72.3,41.5,23.182,84.255,32.179,9.057,240.0,0.943,3.95,South Asia,1216739919099.69,1.7385081781201,0.6769393939393938,86.239,49.64566666666667,14.059666666666667,61.686,Moderate,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2008,992.52,3.09,3.62,7.629,66.2,50.8,1.87,1207930964.0,113.828,62.212,3.378,74.1,39.4,23.246,84.947,30.892,9.057,223.0,0.967,4.38,South Asia,1198895640389.28,2.9968600092943722,0.6816850393700787,88.02000000000001,49.19766666666667,13.638666666666666,62.86175,Moderate,Moderate,Moderate,Low Income,Very Poor
IND,India,2009,1094.95,7.86,2.65,7.636,66.7,48.7,1.84,1225524753.0,112.491,61.36,3.278,75.0,37.4,23.31,85.637,29.641,10.826,205.0,0.99,5.12,South Asia,1341888328297.35,2.162339025395434,0.6875338809034908,86.9255,48.78233333333333,13.819,63.170625,Moderate,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2010,1347.52,8.5,1.64,7.631,67.2,46.7,1.81,1243481564.0,112.219,64.948,3.378,76.3,36.2,23.374,86.325,28.425,10.826,188.0,0.989,7.5,South Asia,1675616277121.28,1.3188776154625803,0.6934132762312635,88.58349999999999,48.633,13.413333333333334,64.67712499999999,Moderate,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2011,1445.46,5.24,2.0,7.609,67.6,44.6,1.79,1261224954.0,110.079,67.125,3.796,79.5,35.0,23.464,87.011,27.583,11.009,173.0,0.999,10.07,South Asia,1823050222008.84,1.5857599341473225,0.698421524663677,88.602,48.49166666666667,13.197000000000001,66.29575,Moderate,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2012,1429.32,5.46,1.31,7.645,68.1,42.5,1.76,1278674502.0,112.384,69.809,3.868,79.9,34.8,23.553,87.695,26.764,11.009,160.0,1.003,11.1,South Asia,1827635039198.64,1.0244984145308311,0.7045294117647058,91.09649999999999,48.68266666666667,12.925333333333333,67.447875,Moderate,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2013,1432.84,6.39,1.52,7.678,68.5,40.5,1.74,1295829511.0,114.294,69.477,3.845,83.1,34.9,23.643,88.378,26.669,11.009,148.0,1.036,12.3,South Asia,1856716356541.24,1.172993813690048,0.7096913580246914,91.88550000000001,48.97366666666667,12.904666666666666,68.915875,Moderate,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2014,1553.88,7.41,1.7,7.656,68.9,38.5,1.72,1312277191.0,112.36,74.889,3.899,85.1,33.9,23.733,89.059,26.607,11.418,137.0,1.033,13.5,South Asia,2039121281551.08,1.2954580112030614,0.714974025974026,93.6245,48.897333333333336,13.019333333333334,70.320875,Developed,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2015,1584.0,8.0,2.09,7.629,69.3,36.6,1.7,1328024498.0,113.542,74.611,4.115,88.0,33.4,23.822,89.739,26.582,11.971,129.0,1.03,14.9,South Asia,2103590804832.0,1.5737661490036758,0.7203224043715847,94.07650000000001,48.987,13.194333333333333,71.678875,Developed,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2016,1707.51,8.26,1.94,7.611,69.7,34.7,1.68,1343944296.0,119.987,75.937,4.254,89.6,33.0,23.912,90.416,26.575,11.971,121.0,1.03,16.5,South Asia,2294798324862.96,1.443512209378059,0.7258184438040346,97.96199999999999,49.10933333333333,13.192,73.61949999999999,Developed,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2017,1950.1,6.8,1.51,7.626,70.1,33.0,1.66,1359657400.0,118.321,74.674,4.305,91.8,32.5,24.001,91.091,26.578,11.808,113.0,1.084,18.2,South Asia,2651467895740.0,1.1105738842740827,0.7313030303030302,96.4975,49.197333333333326,13.156666666666666,74.39712499999999,Developed,High,Moderate,Lower Middle,Very Poor
IND,India,2018,1966.25,6.45,1.56,7.652,70.4,31.3,1.64,1374659064.0,101.438,76.003,4.364,95.7,32.9,24.091,91.763,26.568,11.808,107.0,1.015,20.081,South Asia,2702923384590.0,1.134826838780441,0.7359488817891374,88.7205,49.58466666666667,13.130333333333335,74.066125,Developed,High,Moderate,Lower Middle,Very Poor
IND,India,2019,2041.43,3.87,1.78,6.51,70.7,29.7,1.62,1389030312.0,99.914,75.872,3.897,95.9,33.5,24.181,92.432,26.539,14.391,101.0,1.02,29.524,South Asia,2835608149826.16,1.2814695148279818,0.7406700336700337,87.893,50.03766666666667,13.983333333333334,76.43725,Developed,High,Moderate,Lower Middle,Very Poor
IND,India,2020,1907.04,-5.78,2.41,7.859,70.2,28.2,1.61,1402617695.0,102.041,77.977,4.293,96.5,36.1,24.27,93.098,25.998,14.365,101.0,1.007,43.405,South Asia,2674848049072.8,1.718215882054732,0.7374609929078015,90.009,51.156000000000006,13.79,80.753,Developed,High,Moderate,Lower Middle,Very Poor
IND,India,2021,2239.61,9.69,1.41,6.38,67.3,26.8,1.59,1414203896.0,103.202,80.836,4.629,99.6,34.9,24.36,93.76,27.724,14.444,155.0,0.992,10.285,South Asia,3167265187520.56,0.9970273763126445,0.7103134328358208,92.019,51.00666666666667,14.386666666666665,73.916,Developed,Moderate,Moderate,Lower Middle,Very Poor
IND,India,2022,2347.45,7.61,1.49,4.822,71.7,25.6,1.66,1425423212.0,112.074,81.656,4.099,99.2,46.0,24.449,94.419,29.348,14.945,90.0,0.993,55.9,South Asia,3346109719009.4,1.0453035894577534,0.7560625000000001,96.86500000000001,54.955999999999996,15.095333333333334,86.596,Developed,High,Moderate,Lower Middle,Very Poor
IND,India,2023,2530.12,9.19,0.77,4.172,72.0,24.5,1.66,1438069596.0,113.165,79.325,3.378,99.5,46.0,24.539,95.074,30.984,15.242,80.0,0.993,10.285,South Asia,3638488646231.52,0.5354400107906878,0.7608163265306123,96.245,55.20433333333333,15.739666666666666,75.27600000000001,Developed,High,Good,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2000,1650.01,5.85,0.04,11.698,70.2,31.5,2.1,66418659.0,97.771,74.987,4.031,97.9,0.4,5.726,94.209,13.691,3.448,43.0,0.933,0.934,West Asia,109591451536.59,0.6022404035588854,0.7337460317460318,86.37899999999999,33.445,6.024,69.8555,Moderate,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2001,1881.02,2.39,0.32,12.362,70.6,29.8,1.62,67452005.0,100.711,74.547,4.072,98.1,0.5,5.81,94.413,14.578,3.448,40.0,0.937,1.484,West Asia,126878570445.1,4.744113981489505,0.7395570469798657,87.62899999999999,33.574333333333335,6.321000000000001,70.4065,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2002,1891.26,8.08,2.74,12.8,71.1,28.1,1.63,68011317.0,103.437,74.71,4.485,98.1,0.7,5.893,94.612,15.5,4.138,38.0,0.944,4.626,West Asia,128627083389.42,40.28741275514486,0.7465871886120996,89.0735,33.735,6.860666666666666,71.602875,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2003,2209.0,8.64,1.89,11.529,70.5,26.4,1.62,68769340.0,106.78,74.552,4.363,98.2,0.8,5.977,94.807,16.486,4.138,37.0,0.945,6.934,West Asia,151911472060.0,27.48317782314037,0.7428787878787878,90.666,33.861333333333334,7.1896666666666675,72.65174999999999,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2004,2672.42,4.34,1.62,10.3,72.0,24.8,1.6,70256316.0,108.26,74.538,4.297,98.3,0.7,6.061,94.997,17.555,4.138,34.0,0.96,7.49,West Asia,187754384004.72,23.058425095901697,0.7603225806451612,91.399,33.919333333333334,7.550999999999999,73.04650000000001,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2005,3132.05,3.19,1.28,11.813,72.4,23.3,1.58,71828455.0,105.199,74.439,4.057,98.4,1.4,6.145,95.182,18.684,4.138,33.0,0.965,8.1,West Asia,224970312482.75,17.82023572691352,0.7669184549356224,89.81899999999999,34.242333333333335,7.929000000000001,72.87525,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2006,3618.92,5.0,0.87,11.519,72.9,21.8,1.59,73392747.0,102.884,75.947,4.29,98.4,1.4,6.229,95.363,18.042,4.138,32.0,0.968,8.76,West Asia,265602479973.24,11.854032388241306,0.7748715596330276,89.41550000000001,34.330666666666666,7.716,72.984625,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2007,4687.99,8.16,0.58,10.772,73.3,20.5,1.61,74602648.0,99.748,75.658,4.597,98.7,1.3,6.313,95.535,17.005,4.138,31.0,0.988,9.47,West Asia,349736467797.51996,7.774522963313581,0.7817804878048781,87.703,34.382666666666665,7.377,72.852,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2008,5377.41,0.25,0.49,10.63,73.7,19.2,1.6,75514204.0,99.213,78.85,3.914,98.8,0.7,6.397,95.701,14.763,2.797,30.0,0.966,12.02,West Asia,406070835731.64,6.488845462768833,0.7890833333333334,89.0315,34.266,6.175333333333334,73.888125,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2009,5415.52,1.01,0.72,12.113,74.0,18.1,1.5,76457825.0,99.289,80.384,3.842,99.7,0.8,6.481,95.864,15.692,2.759,28.0,0.956,13.8,West Asia,414058880444.00006,9.416956341617094,0.7952486187845303,89.8365,34.38166666666667,6.469,74.80012500000001,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2010,6291.19,5.8,0.75,13.679,74.4,17.2,1.64,77420842.0,98.409,79.026,3.709,99.4,0.9,6.564,96.022,15.14,2.759,27.0,0.954,15.9,West Asia,487069226981.98,9.687313914772458,0.802139534883721,88.7175,34.495333333333335,6.2843333333333335,75.00987500000001,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2011,8025.69,2.65,0.68,12.491,74.7,16.4,1.32,78383598.0,99.049,81.294,3.485,99.5,0.9,6.564,96.176,13.595,2.759,26.0,0.954,19.0,West Asia,629082458632.62,8.675284336909362,0.8079756097560976,90.17150000000001,34.54666666666667,5.769333333333333,76.21187499999999,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2012,8114.08,-3.75,0.72,12.275,75.0,15.7,1.65,79370580.0,99.129,82.706,2.939,99.5,0.9,6.564,96.326,14.89,3.103,25.0,0.952,22.73,West Asia,644019235766.4,9.071371281399228,0.8136942675159236,90.9175,34.596666666666664,6.315,77.368375,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2013,6222.74,-1.52,0.61,10.595,75.3,15.0,1.72,80414686.0,111.421,81.585,2.853,99.8,1.0,6.564,96.472,13.344,3.103,24.0,0.977,29.95,West Asia,500399683159.63995,7.585679063647652,0.8196666666666667,96.503,34.678666666666665,5.808,80.68124999999999,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2014,5672.06,4.98,0.46,10.68,75.6,14.4,1.78,81502045.0,103.5,82.587,2.617,100.0,0.9,6.564,96.614,12.994,3.103,23.0,0.996,39.354,West Asia,462284489362.7,5.644030158997851,0.8254444444444443,93.0435,34.69266666666667,5.697666666666667,82.252875,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2015,4952.73,-1.42,0.5,11.166,75.9,13.9,1.79,82619362.0,104.115,82.731,2.629,100.0,0.9,6.564,96.753,14.362,3.103,22.0,1.005,45.335,West Asia,409191392758.25995,6.051850170423732,0.8309424460431655,93.423,34.739,6.156666666666666,83.87774999999999,Developed,High,Poor,Lower Middle,Very Poor
IRN,"Iran, Islamic Rep.",2016,5710.6,8.82,0.7,12.618,76.2,13.5,1.88,83812228.0,105.821,83.328,3.174,100.0,1.0,6.571,96.888,16.174,5.882,21.0,1.019,53.227,West Asia,478618109216.80005,8.352003242295384,0.8360740740740741,94.5745,34.81966666666667,7.6916666666666655,86.172375,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2017,6000.93,3.03,0.98,12.232,76.4,13.0,1.9,85026754.0,105.37,82.756,3.46,99.9,1.0,6.602,97.02,17.358,5.882,20.0,1.017,64.044,West Asia,510239598881.22003,11.525783990295572,0.8409230769230769,94.063,34.874,8.085666666666667,88.75675,Developed,High,Poor,Upper Middle,Very Poor
IRN,"Iran, Islamic Rep.",2018,4783.01,-3.75,0.58,12.195,76.6,12.5,1.93,86117998.0,98.475,90.055,3.62,100.0,1.0,6.611,97.149,17.341,5.882,19.0,1.002,70.201,West Asia,411903245613.98004,6.734945231773734,0.8459999999999999,94.265,34.92,8.075,90.40375,Highly Developed,High,Poor,Lower Middle,Very Poor
