economy,Country,year,gdp_per_capita,gdp_growth,fdi_inflows,unemployment,life_expectancy,infant_mortality,hospital_beds,population,school_enrolment_primary,school_enrolment_secondary,education_expenditure,electricity_access,renewable_energy,forest_area,clean_water_access,female_labour,women_parliament,maternal_mortality,gender_parity,internet_users,sub_region,gdp_total,fdi_per_capita,health_index,education_index,environment_index,gender_index,development_index,development_category,life_expectancy_category,environment_category,gdp_category,gender_category
AFG,Afghanistan,2001,138.71,-9.43,0.02,7.973,55.5,107.0,1.66,20284307.0,22.14,14.04,3.378,9.3,45.6,1.853,29.763,14.196,11.808,1311.0,0.0,0.005,South Asia,2813636223.9700003,0.9859838938544955,0.5643457943925234,18.09,25.73866666666667,8.668,14.2895,Very Underdeveloped,Low,Poor,Low Income,Very Poor
AFG,Afghanistan,2002,178.95,28.6,1.31,7.867,56.2,103.8,1.66,21378117.0,73.401,59.422,3.378,14.1,37.8,1.853,31.836,14.152,11.808,1263.0,0.993,0.005,South Asia,3825614037.1499996,61.27761392642766,0.5716339113680154,66.41149999999999,23.829666666666668,8.984333333333334,28.088124999999998,Very Underdeveloped,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2003,198.87,8.83,1.28,7.844,57.2,100.6,1.66,22733049.0,95.336,13.96,3.378,19.0,36.7,1.853,33.909,14.154,11.808,1201.0,0.544,0.088,South Asia,4520921454.63,56.30568957116135,0.5819403578528828,54.647999999999996,24.154,8.835333333333333,26.91125,Very Underdeveloped,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2004,221.76,1.41,3.58,7.794,57.8,97.2,1.66,23560654.0,105.475,19.214,3.378,23.8,44.2,1.853,35.999,14.205,11.808,1166.0,0.406,0.106,South Asia,5224810631.04,151.94824388151534,0.5882880658436214,62.3445,27.35066666666667,8.806333333333333,30.562375000000003,Developing,Low,Poor,Low Income,Very Poor
AFG,Afghanistan,2005,254.18,11.23,4.37,7.878,58.2,93.7,1.66,24404567.0,99.504,20.274,3.378,28.7,33.9,1.853,38.108,14.302,27.309,1108.0,0.548,1.224,South Asia,6203152840.06,179.06484470714025,0.5926723585912488,59.889,24.62033333333333,14.053000000000003,31.980249999999998,Developing,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2006,274.22,5.36,3.41,7.897,58.6,90.1,1.66,25424094.0,102.285,29.524,3.378,33.5,31.9,1.853,40.216,14.452,27.309,1069.0,0.573,2.107,South Asia,6971795056.68,134.12474009889988,0.5970987791342952,65.9045,24.656333333333333,14.111333333333334,35.431875000000005,Developing,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2007,376.22,13.83,1.94,7.841,59.0,86.7,1.66,25909852.0,99.323,28.815,3.378,38.4,28.8,1.853,42.429,14.67,27.686,1032.0,0.567,1.9,South Asia,9747804519.44,74.87499349668227,0.6015340253748558,64.069,24.36066666666667,14.307666666666668,36.6995,Developing,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2008,381.73,3.92,0.46,7.879,59.7,83.3,1.66,26482622.0,104.445,38.931,3.378,42.4,21.2,1.853,44.654,14.944,27.686,955.0,0.586,1.84,South Asia,10109211296.060001,17.36988127535106,0.6090048019207683,71.68799999999999,22.569000000000003,14.405333333333333,40.1455,Developing,Low,Critical,Low Income,Very Poor
AFG,Afghanistan,2009,452.05,21.39,0.45,7.808,60.2,80.0,1.66,27466101.0,99.705,44.3,3.378,48.3,16.5,1.853,46.889,15.248,27.309,925.0,0.61,3.55,South Asia,12416050957.050001,16.383832565095425,0.6144999999999999,72.0025,21.747333333333334,14.389000000000001,42.68537499999999,Developing,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2010,560.62,14.36,1.2,7.809,60.7,76.9,1.66,28284089.0,103.486,50.441,3.479,42.7,15.2,1.853,49.134,15.572,27.711,893.0,0.626,4.0,South Asia,15856625975.18,42.42668024414716,0.6200039011703511,76.96350000000001,22.06233333333333,14.636333333333333,43.199375,Developing,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2011,606.69,0.43,0.29,7.83,61.2,74.0,0.45,29347708.0,101.542,52.447,3.462,43.2,12.6,1.853,51.39,15.893,27.711,838.0,0.663,5.0,South Asia,17804960966.52,9.8815212417951,0.6255135135135135,76.9945,21.947666666666667,14.755666666666665,44.146125,Developing,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2012,651.42,12.75,0.29,7.875,61.7,71.3,0.46,30560034.0,106.575,54.373,2.604,69.1,15.4,1.853,53.656,16.208,27.711,810.0,0.669,5.455,South Asia,19907417348.28,9.489518238101436,0.6310252454417953,80.474,23.63633333333333,14.862666666666664,52.17125,Moderate,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2013,637.09,5.6,0.24,7.921,62.2,68.7,0.46,31622704.0,107.943,54.883,3.454,68.0,16.9,1.853,55.932,17.138,27.711,778.0,0.655,5.9,South Asia,20146508491.36,7.589483808848225,0.6365560407569141,81.413,24.895,15.168000000000001,52.81125,Moderate,Moderate,Critical,Low Income,Very Poor
AFG,Afghanistan,2014,625.05,2.72,0.21,7.915,62.3,66.4,0.46,32792523.0,109.829,54.294,3.695,89.5,19.1,1.853,58.219,18.107,27.711,755.0,0.654,7.0,South Asia,20496966501.149998,6.403898839988615,0.6380602409638554,82.0615,26.390666666666664,15.490666666666668,59.195125,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2015,565.57,1.45,0.88,9.032,62.3,64.2,0.44,33831764.0,106.774,53.15,3.256,71.5,17.7,1.853,60.515,19.113,27.711,741.0,0.642,8.26,South Asia,19134230765.480003,26.01105871984683,0.6385763239875389,79.962,26.689333333333334,15.822000000000001,55.05924999999999,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2016,522.08,2.26,0.52,10.116,62.6,62.3,0.45,34700612.0,106.784,53.435,4.544,97.7,20.2,1.853,62.822,20.156,27.711,702.0,0.646,11.0,South Asia,18116495512.960003,14.985326483579021,0.6420513643659711,80.1095,28.291666666666668,16.171,62.907875,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2017,525.47,2.65,0.27,11.184,62.4,60.4,0.42,35688935.0,106.544,55.536,4.343,97.7,19.5,1.853,65.142,21.24,27.711,659.0,0.642,13.5,South Asia,18753464674.45,7.565370050969579,0.6405562913907284,81.03999999999999,28.831666666666667,16.531,64.34549999999999,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2018,491.34,1.19,0.66,11.192,62.4,58.6,0.4,36743039.0,107.688,57.358,3.378,93.4,18.3,1.853,67.476,19.805,11.808,629.0,0.636,16.8,South Asia,18053324782.26,17.96258605609623,0.6410648464163823,82.523,29.209666666666667,10.749666666666668,65.04975,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2019,496.6,3.91,0.12,11.187,62.9,56.9,0.38,37856121.0,109.075,59.422,3.378,97.7,18.9,1.853,69.823,18.298,27.869,601.0,0.993,17.6,South Asia,18799349688.600002,3.1698968840468362,0.6465746924428822,84.2485,30.191999999999997,15.72,67.34287499999999,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2020,510.79,-2.35,0.06,11.71,61.5,55.3,0.33,39068979.0,101.214,59.422,3.378,97.7,18.2,1.853,72.182,16.474,27.016,634.0,0.993,17.048,South Asia,19956043783.41,1.5357452776024683,0.6330831826401446,80.318,30.745,14.827666666666666,66.812,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2021,356.5,-20.74,0.14,12.006,60.4,53.6,0.36,40000412.0,101.214,59.422,3.378,97.7,20.0,1.853,74.555,14.616,27.016,660.0,0.993,16.514,South Asia,14260146878.0,3.499963950371311,0.6226567164179104,80.318,32.136,14.208333333333334,67.27175,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2022,357.26,-6.24,0.46,14.1,65.6,52.0,0.36,40578842.0,101.214,59.422,3.378,85.3,20.0,1.853,76.939,5.159,11.808,551.0,0.993,17.192,South Asia,14497197092.92,11.335956802315847,0.6752307692307692,80.318,32.93066666666667,5.9866666666666655,64.93724999999999,Moderate,Moderate,Poor,Low Income,Very Poor
AFG,Afghanistan,2023,413.76,2.27,0.46,14.008,66.0,50.4,0.35,41454761.0,101.214,59.422,3.378,85.3,46.0,1.853,78.927,5.145,11.808,521.0,0.993,17.709,South Asia,17152321911.359999,11.096433531482669,0.6798412698412699,80.318,42.26,5.981999999999999,65.5635,Moderate,Moderate,Moderate,Low Income,Very Poor
ARE,United Arab Emirates,2000,29865.5,10.85,-0.49,2.25,76.3,8.5,1.97,3493575.0,98.475,90.055,3.511,100.0,0.1,4.357,99.616,33.936,0.0,8.0,1.002,23.625,West Asia,104337364162.5,-140.25747264621484,0.8806470588235294,94.265,34.690999999999995,11.646,79.3765,Developed,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2001,27745.17,1.4,1.15,2.443,77.6,8.3,1.98,3723590.0,122.87,90.055,3.511,100.0,0.1,4.368,99.614,34.533,0.0,7.0,1.002,26.272,West Asia,103311637560.29999,308.8417360665379,0.8964819277108432,106.4625,34.694,11.845,83.087125,Developed,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2002,27753.61,2.43,0.09,2.659,78.7,8.2,1.95,3956826.0,118.775,90.055,3.511,100.0,0.1,4.379,99.635,35.173,0.0,5.0,1.002,28.316,West Asia,109816205641.86,22.745503593031383,0.9089512195121952,104.415,34.70466666666667,12.058333333333335,83.0915,Developed,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2003,29659.54,8.8,3.42,2.903,79.6,8.0,1.95,4192457.0,117.26,90.055,3.511,100.0,0.1,4.39,99.656,35.834,0.0,5.0,1.002,29.478,West Asia,124346346089.78,815.7507638122466,0.9209999999999999,103.6575,34.715333333333334,12.278666666666668,83.19787500000001,Developed,High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2004,33376.72,9.57,6.77,2.965,80.3,7.9,1.76,4428967.0,110.694,90.055,3.511,100.0,0.1,4.401,99.677,36.496,0.0,4.0,1.002,30.131,West Asia,147824391448.24,1528.5731413216672,0.9295822784810126,100.37450000000001,34.726000000000006,12.499333333333334,82.545625,Developed,Very High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2005,38719.31,4.86,6.03,3.12,80.8,7.7,1.31,4664790.0,105.72,90.055,3.511,100.0,0.1,4.412,99.699,37.187,0.0,4.0,1.002,40.0,West Asia,180617450094.9,1292.662692211225,0.9378701298701297,97.8875,34.737,12.729666666666667,84.396625,Developed,Very High,Poor,High Income,Very Poor
ARE,United Arab Emirates,2006,44342.6,9.84,5.77,2.964,81.2,7.6,2.1,5009100.0,100.258,90.055,3.511,100.0,0.1,4.423,99.721,38.323,5.0,3.0,1.002,52.0,West Asia,222116517660.0,1151.903535565271,0.9435789473684211,95.1565,34.748,14.775,86.719375,Developed,Very High,Poor,Very High Income,Very Poor
ARE,United Arab Emirates,2007,45854.73,3.18,5.5,2.934,81.4,7.5,1.48,5624635.0,98.475,90.055,3.511,100.0,0.1,4.435,99.743,39.524,22.5,3.0,1.002,61.0,West Asia,257916119273.55002,977.8412288086249,0.9473333333333334,94.265,34.75933333333333,21.008666666666667,88.752,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2008,50054.17,3.19,1.6,2.818,81.6,7.3,1.4,6302664.0,98.475,90.055,3.511,100.0,0.1,4.446,99.765,40.709,22.5,3.0,1.002,63.0,West Asia,315474615308.88,253.86090707040705,0.952986301369863,94.265,34.77033333333333,21.403666666666666,89.2575,Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2009,37803.07,-5.24,0.45,2.932,81.7,7.2,1.37,6707058.0,98.475,90.055,3.511,100.0,0.1,4.457,99.788,41.791,22.5,3.0,1.002,64.0,West Asia,253547383068.06,67.09350060786711,0.955888888888889,94.265,34.781666666666666,21.76433333333333,89.51325,Developed,Very High,Poor,High Income,Poor
ARE,United Arab Emirates,2010,44795.29,1.6,2.86,2.798,81.9,7.0,1.27,6869838.0,98.475,90.055,3.511,100.0,0.1,4.468,99.811,42.861,22.5,3.0,1.002,68.0,West Asia,307736385463.02,416.31258262567474,0.961857142857143,94.265,34.793,22.120999999999995,90.519,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2011,51921.9,6.74,1.94,2.587,81.9,6.8,1.26,7104538.0,98.475,90.055,3.511,100.0,0.1,4.468,99.834,43.94,17.5,4.0,1.002,78.0,West Asia,368881111582.2,273.0649058390567,0.9660588235294119,94.265,34.800666666666665,20.814,93.02475,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2012,53141.61,4.68,2.44,2.323,81.9,6.7,1.29,7391448.0,98.475,90.055,3.511,100.0,0.1,4.468,99.857,44.993,17.5,4.0,1.002,85.0,West Asia,392793446951.28,330.11123124995265,0.9682537313432836,94.265,34.80833333333333,21.165000000000003,94.78049999999999,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2013,53247.24,4.92,2.38,2.125,82.0,6.5,1.25,7693031.0,98.475,90.055,3.511,100.0,0.1,4.468,99.88,46.063,17.5,4.0,1.002,88.0,West Asia,409632667984.44,309.3709098533465,0.9738461538461538,94.265,34.815999999999995,21.521666666666665,95.53625,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2014,52725.24,4.63,2.61,1.999,82.0,6.3,1.29,8059440.0,98.475,90.055,3.511,100.0,0.1,4.468,99.904,47.13,17.5,3.0,1.002,90.4,West Asia,424935908265.6,323.84384026681755,0.9787301587301587,94.265,34.824,21.87733333333333,96.14224999999999,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2015,44910.33,7.09,2.24,1.793,82.1,6.1,1.43,8505237.0,98.475,90.055,3.511,100.0,0.1,4.468,99.928,48.183,22.5,3.0,1.002,90.5,West Asia,381973000398.21,263.367146618019,0.9849344262295081,94.265,34.832,23.894999999999996,96.17325,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2016,42721.1,5.66,2.52,1.64,82.2,5.8,1.39,8935095.0,98.475,90.055,3.511,100.0,0.1,4.468,99.952,49.228,22.5,3.0,0.961,90.6,West Asia,381717087004.5,282.03393472593183,0.9944137931034484,94.265,34.839999999999996,24.22966666666667,96.20425,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2017,43733.62,-1.06,2.57,2.462,82.4,5.6,1.46,9223225.0,98.475,90.055,3.511,100.0,0.2,4.468,99.976,50.926,22.5,3.0,0.948,94.82,West Asia,403365017324.5,278.6444004130876,1.0025714285714287,94.265,34.88133333333334,24.79133333333333,97.26525,Highly Developed,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2018,47135.36,1.54,2.36,2.236,82.4,5.3,1.6,9346701.0,105.675,102.184,3.511,100.0,0.3,4.468,100.0,51.312,22.5,3.0,1.002,98.45,West Asia,440560116447.36,252.4955061684331,1.012679245283019,103.92949999999999,34.922666666666665,24.938,100.594875,,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2019,45938.61,1.27,4.12,2.331,82.6,5.0,1.83,9445785.0,107.533,101.747,3.86,100.0,0.7,4.468,100.0,54.381,50.0,3.0,0.994,99.15,West Asia,433926233258.85,436.17338315449695,1.026,104.64,35.056000000000004,35.125,100.94749999999999,,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2020,37991.75,-8.69,5.57,4.294,81.9,4.7,1.91,9401038.0,108.07,99.164,3.984,100.0,0.9,4.468,100.0,58.18,50.0,6.0,1.01,100.0,West Asia,357161885436.5,592.4877657126798,1.0317659574468085,103.61699999999999,35.12266666666667,36.39666666666667,100.90424999999999,,Very High,Poor,High Income,Poor
ARE,United Arab Emirates,2021,44118.5,4.55,4.89,3.105,79.1,4.4,1.88,9575152.0,106.653,103.211,3.894,100.0,1.0,4.468,100.0,50.452,50.0,6.0,1.002,100.0,West Asia,422441343512.0,510.6968536896333,1.0182727272727272,104.932,35.156,33.818,101.233,,High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2022,50759.76,7.51,4.45,2.872,80.5,4.2,1.87,10074977.0,107.287,102.381,3.511,100.0,1.4,4.468,100.0,53.057,50.0,2.0,1.002,100.0,West Asia,511403414525.52,441.68835323395774,1.043095238095238,104.834,35.28933333333333,34.68633333333333,101.2085,,Very High,Poor,Very High Income,Poor
ARE,United Arab Emirates,2023,49850.69,4.3,5.87,2.151,82.9,4.0,2.1,10483751.0,106.26,101.945,3.511,100.0,1.4,4.468,100.0,52.347,50.0,3.0,1.002,100.0,West Asia,522622221138.19,559.9140994478026,1.0790000000000002,104.10249999999999,35.28933333333333,34.449666666666666,101.02562499999999,,Very High,Poor,Very High Income,Poor
ARM,Armenia,2000,593.45,5.9,5.45,11.107,72.9,27.8,6.65,3221100.0,90.635,86.051,2.773,98.9,7.2,11.684,95.669,54.459,3.053,40.0,1.071,1.3,West Asia,1911561795.0000002,1691.9685821613734,0.7649712230215828,88.343,38.184333333333335,19.527666666666665,71.05300000000001,Developed,High,Poor,Low Income,Very Poor
ARM,Armenia,2001,659.59,9.6,3.3,11.012,73.0,26.4,5.24,3211800.0,100.957,86.783,2.469,100.0,5.4,11.677,95.883,54.317,3.053,38.0,1.002,1.631,West Asia,2118471162.0,1027.4612366897068,0.7678787878787878,93.87,37.65333333333333,19.457333333333334,72.846,Developed,High,Poor,Low Income,Very Poor
ARM,Armenia,2002,742.65,13.2,4.66,10.888,72.8,25.0,4.57,3199800.0,100.275,90.055,2.135,98.0,8.9,11.669,96.111,54.029,3.053,36.0,1.002,1.96,West Asia,2376331470.0,1456.341021313832,0.768,95.165,38.89333333333334,19.361333333333334,72.809,Developed,High,Poor,Low Income,Very Poor
ARM,Armenia,2003,882.03,14.0,4.38,10.769,72.8,23.7,4.68,3182500.0,102.086,90.055,2.145,99.1,9.8,11.662,96.345,53.753,4.58,35.0,1.002,4.575,West Asia,2807060475.0,1376.2765121759624,0.7701940928270042,96.07050000000001,39.269,19.778333333333332,74.022625,Developed,High,Poor,Low Income,Very Poor
ARM,Armenia,2004,1130.09,10.5,6.91,10.676,73.0,22.5,4.72,3164900.0,102.151,88.651,2.487,99.1,8.7,11.655,96.581,53.518,5.344,34.0,1.002,4.899,West Asia,3576621840.9999995,2183.323327751272,0.7744444444444444,95.401,38.97866666666667,19.954666666666668,73.99525,Developed,High,Poor,Lower Middle,Very Poor
ARM,Armenia,2005,1557.48,13.9,5.96,10.584,73.1,21.3,4.77,3146400.0,100.409,92.056,2.712,99.8,6.5,11.647,96.817,53.338,5.344,32.0,1.002,5.253,West Asia,4900455072.0,1894.228324434274,0.7779483568075117,96.2325,38.321333333333335,19.89466666666667,74.525625,Developed,High,Poor,Lower Middle,Very Poor
ARM,Armenia,2006,2041.65,13.2,7.31,10.497,72.8,20.1,4.77,3127100.0,103.897,95.268,2.716,99.1,7.7,11.64,97.056,53.243,5.344,31.0,1.002,5.632,West Asia,6384443715.0,2337.6291132359056,0.7777512437810945,99.58250000000001,38.79866666666667,19.863000000000003,75.342625,Developed,High,Poor,Lower Middle,Very Poor
ARM,Armenia,2007,2962.7,13.7,7.25,10.394,72.9,19.1,4.41,3107400.0,116.752,96.818,3.019,99.2,7.0,11.633,97.296,53.273,9.16,30.0,1.006,6.021,West Asia,9206293980.0,2333.14024586471,0.7813560209424084,106.785,38.643,21.146333333333335,77.3255,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2008,3777.67,6.9,8.09,17.1,73.1,18.1,4.18,3087100.0,117.701,96.533,3.173,99.2,6.4,11.625,97.538,52.96,8.397,29.0,0.996,6.21,West Asia,11662045057.0,2620.5824236338312,0.7862486187845303,107.11699999999999,38.520999999999994,20.784333333333333,77.51625,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2009,2820.59,-14.1,8.79,19.295,73.1,17.2,4.1,3066000.0,113.783,102.958,3.841,99.3,7.8,11.618,97.781,54.373,9.16,29.0,0.99,15.3,West Asia,8647928940.0,2866.9275929549904,0.7891395348837209,108.37049999999999,39.06633333333334,21.507666666666665,80.187875,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2010,3041.34,2.2,5.72,19.523,73.2,16.4,4.15,3044800.0,100.986,107.732,3.249,99.8,9.4,11.611,98.026,54.4,9.16,28.0,0.995,25.0,West Asia,9260272032.0,1878.612716763006,0.7929756097560976,104.35900000000001,39.679,21.518333333333334,81.79625,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2011,3349.55,4.7,6.44,18.884,73.8,15.6,4.19,3027900.0,98.335,94.877,3.144,99.5,8.0,11.604,98.272,54.222,8.397,27.0,1.008,32.0,West Asia,10142102445.0,2126.886621090525,0.8021025641025641,96.606,39.292,21.209,81.5945,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2012,3511.56,7.2,4.68,17.511,74.1,14.8,4.19,3024100.0,97.088,90.055,2.772,99.5,6.6,11.596,98.52,53.928,10.687,27.0,1.002,37.5,West Asia,10619308596.0,1547.567871432823,0.8085675675675675,93.5715,38.90533333333333,21.87233333333333,82.272875,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2013,3680.17,3.3,3.11,16.576,74.6,14.1,4.2,3022000.0,95.874,86.872,2.65,99.4,6.8,11.589,98.771,53.878,10.687,26.0,1.029,41.9,West Asia,11121473740.0,1029.119788219722,0.8169219858156028,91.37299999999999,39.053333333333335,21.864666666666665,82.86099999999999,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2014,3852.12,3.6,3.5,17.498,74.9,13.4,4.28,3013800.0,94.418,86.52,2.247,99.7,7.1,11.582,99.017,53.835,10.687,26.0,1.04,54.623,West Asia,11609519256.0,1161.324573627978,0.8236268656716419,90.469,39.233,21.854000000000003,85.95224999999999,Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2015,3512.39,3.2,1.74,18.261,74.9,12.8,4.29,3004600.0,93.088,86.442,2.806,100.0,10.7,11.574,99.22,53.826,10.687,25.0,1.038,59.101,West Asia,10553326994.0,579.1120282233908,0.8271250000000001,89.76499999999999,40.498,21.850333333333335,87.0215,Developed,High,Moderate,Lower Middle,Poor
ARM,Armenia,2016,3524.42,0.2,3.17,17.617,74.9,12.2,4.28,2992300.0,93.111,90.055,2.758,99.8,13.2,11.567,99.32,53.881,10.687,25.0,1.002,64.346,West Asia,10546121966.0,1059.3857567757243,0.8309672131147542,91.583,41.36233333333333,21.856666666666666,88.76225,Developed,High,Moderate,Lower Middle,Poor
ARM,Armenia,2017,3869.05,7.5,2.19,17.704,75.2,11.7,4.27,2979400.0,93.099,90.055,2.708,99.7,12.6,11.56,99.42,53.766,18.095,24.0,1.002,64.745,West Asia,11527447570.0,735.047324964758,0.8374700854700855,91.577,41.193333333333335,24.287666666666663,88.8605,Developed,High,Moderate,Lower Middle,Poor
ARM,Armenia,2018,4196.01,5.2,2.14,18.966,75.6,11.2,4.18,2969000.0,92.135,83.025,2.113,99.9,11.1,11.552,99.463,53.631,18.095,24.0,1.023,68.245,West Asia,12457953690.0,720.7814078814416,0.8452857142857142,87.58000000000001,40.705,24.249666666666666,88.797,Developed,High,Moderate,Lower Middle,Poor
ARM,Armenia,2019,4597.23,7.6,0.74,18.304,76.2,10.7,4.06,2962500.0,92.323,86.826,2.16,100.0,10.3,11.545,99.459,50.799,23.485,23.0,1.035,66.544,West Asia,13619293874.999998,249.78902953586498,0.8554579439252337,89.5745,40.434666666666665,25.10633333333333,88.894375,Developed,High,Moderate,Lower Middle,Poor
ARM,Armenia,2020,4268.68,-7.2,0.46,18.175,73.4,10.2,4.45,2961500.0,92.869,88.508,2.706,100.0,8.4,11.649,99.456,54.317,23.485,43.0,1.032,76.508,West Asia,12641695820.0,155.32669255444875,0.8320392156862746,90.6885,39.835,26.277999999999995,91.66312500000001,Highly Developed,High,Poor,Lower Middle,Poor
ARM,Armenia,2021,4685.18,5.8,2.64,15.469,72.3,9.7,4.43,2962300.0,94.639,91.485,2.768,100.0,9.1,11.642,99.453,55.118,33.645,57.0,1.021,78.612,West Asia,13878908714.0,891.1994058670628,0.8260927835051546,93.062,40.065,29.928,92.78175,Highly Developed,High,Moderate,Lower Middle,Poor
ARM,Armenia,2022,6571.97,12.6,5.0,13.451,74.8,9.3,4.2,2969200.0,96.945,91.711,2.492,100.0,1.4,11.634,99.913,50.24,35.514,27.0,1.002,77.028,West Asia,19513493324.0,1683.9552741479185,0.8555268817204301,94.328,37.649,28.918666666666667,92.81725,Highly Developed,High,Poor,Upper Middle,Poor
ARM,Armenia,2023,8159.09,8.3,2.4,12.405,77.5,8.9,4.24,2964300.0,98.09,89.411,2.439,100.0,1.4,11.618,99.922,51.517,35.514,19.0,1.002,79.997,West Asia,24185990487.0,809.6346523631212,0.8873595505617977,93.7505,37.64666666666667,29.344333333333335,93.41737499999999,Highly Developed,High,Poor,Upper Middle,Poor
AZE,Azerbaijan,2000,655.1,11.1,2.46,11.78,65.4,59.9,7.64,8048600.0,97.207,90.055,3.854,98.9,2.1,11.951,75.563,72.205,9.107,46.0,1.002,0.148,West Asia,5272637860.0,305.64321745396717,0.6706944908180301,93.631,29.871333333333336,27.438,67.0605,Moderate,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2001,703.67,9.9,14.36,10.91,66.0,55.7,7.48,8111200.0,98.861,90.055,3.503,98.6,1.8,12.006,76.474,70.283,10.484,45.0,1.002,0.306,West Asia,5707608104.0,1770.391557352796,0.6779533213644524,94.458,30.093333333333334,27.25633333333333,67.4595,Moderate,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2002,763.11,9.44,32.47,10.04,66.8,51.7,7.36,8171950.0,98.349,90.055,3.154,100.0,2.4,12.059,77.386,68.823,10.484,40.0,1.002,5.0,West Asia,6236096764.5,3973.3478545512394,0.6873423597678916,94.202,30.615,26.769666666666662,69.14699999999999,Moderate,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2003,883.69,10.21,55.07,9.17,67.0,47.9,7.23,8234100.0,96.213,90.055,3.286,98.8,2.9,12.109,78.3,66.626,10.484,41.0,1.002,41.24,West Asia,7276391829.0,6688.041194544638,0.6908768267223382,93.134,31.102999999999998,26.037333333333333,77.8685,Developed,Moderate,Poor,Low Income,Poor
AZE,Azerbaijan,2004,1045.01,9.25,54.37,7.99,67.5,44.5,7.19,8306500.0,97.261,90.055,3.448,99.0,3.1,12.16,79.217,64.222,10.484,40.0,1.002,41.24,West Asia,8680375565.0,6545.47643411786,0.6974719101123596,93.658,31.492333333333335,25.235999999999994,78.27875,Developed,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2005,1578.37,27.96,33.8,7.26,67.7,41.4,7.15,8391850.0,95.527,90.055,2.975,99.1,3.4,12.217,80.134,62.978,13.043,40.0,1.002,8.03,West Asia,13245444284.5,4027.7173686374276,0.7011545893719807,92.791,31.917,25.674333333333333,70.01374999999999,Developed,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2006,2472.96,34.47,21.38,6.62,68.5,38.6,7.0,8484550.0,94.217,90.055,2.556,99.5,2.9,12.275,81.053,61.162,11.29,33.0,1.002,11.992,West Asia,20981952768.0,2519.874359865874,0.7109067357512954,92.136,32.076,24.484666666666666,71.17025,Developed,Moderate,Poor,Lower Middle,Poor
AZE,Azerbaijan,2007,3851.33,25.46,13.9,6.33,68.7,36.1,6.87,8581300.0,94.771,90.055,2.549,99.5,3.8,12.331,81.974,56.405,11.382,33.0,1.002,14.54,West Asia,33049418129.0,1619.8011956230407,0.7147008310249308,92.41300000000001,32.70166666666667,22.929666666666666,72.10675,Developed,Moderate,Poor,Lower Middle,Poor
