economy,Country,year,gdp_per_capita,gdp_growth,fdi_inflows,unemployment,poverty_headcount,gini_index,life_expectancy,infant_mortality,hospital_beds,population,literacy_rate,school_enrolment_primary,school_enrolment_secondary,education_expenditure,electricity_access,renewable_energy,forest_area,clean_water_access,female_labour,female_literacy,women_parliament,maternal_mortality,gender_parity,internet_users,sub_region
LAO,Lao PDR,YR2008,885.747376088762,7.82490276337012,4.18200303606929,0.944,,,62.248,64.1,1.16,6148969.0,,114.984016418457,44.126880645752,2.27854990959167,66.0,69.3,73.8188908145581,64.6620895988517,57.24,,25.2173913043478,374.0,0.857999980449677,3.55,Southeast Asia
LAO,Lao PDR,YR2009,935.03237283283,7.50177491225853,5.45905949594973,0.835,,,63.023,61.3,1.03,6241642.0,,117.407089233398,45.6930198669434,1.65485000610352,67.4,66.4,73.6089688041594,66.4995750629687,57.075,,25.2173913043478,336.0,0.869960010051727,6.0,Southeast Asia
LAO,Lao PDR,YR2010,1125.91610151261,8.52690551739717,3.90935018167503,0.708,,,63.69,58.7,1.06,6334194.0,,119.705680847168,47.3594398498535,1.70978999137878,70.2,64.8,73.3990467937608,68.3192708714706,56.892,,25.2173913043478,305.0,0.881879985332489,7.0,Southeast Asia
LAO,Lao PDR,YR2011,1361.54704394913,8.03865268023725,3.43702755895922,0.96,,,64.505,56.1,1.32,6426590.0,,119.074599302583,46.3030907447649,1.70801997184753,70.0,63.6,73.2495667244367,70.1211055659738,56.731,,25.0,267.0,0.894001066684723,9.0,Southeast Asia
LAO,Lao PDR,YR2012,1563.5650771337,8.02609843461283,6.06067602678934,1.208,21.7,36.0,65.126,53.7,1.53,6518978.0,,118.414315740965,49.0350189208984,1.82147002220154,76.4,62.4,73.1000866551126,71.9052632997901,56.58,,25.0,241.0,0.904760003089905,10.7477,Southeast Asia
LAO,Lao PDR,YR2013,1812.51774424651,8.02630022699017,5.68624628337024,1.469,,,65.723,51.4,1.1,6611385.0,,118.408152699995,52.6759359354755,3.23380994796753,79.3,58.6,72.9506065857886,73.6706450859176,56.437,,25.0,215.0,0.914771437644959,12.5,Southeast Asia
LAO,Lao PDR,YR2014,1981.03910900473,7.61196343979319,6.53385086120159,1.733,,,66.35,49.2,1.08,6703172.0,,117.425464096562,58.0247383117676,2.93780994415283,82.5,58.2,72.8011265164645,75.4180039823174,56.311,,25.0,193.0,0.927744090557098,14.26,Southeast Asia
LAO,Lao PDR,YR2015,2121.01339097363,7.27006584373785,7.47075777292731,2.006,,,66.688,47.1,1.15,6801645.0,84.6600036621094,114.302879123065,62.2967936554274,2.73689787884215,89.7,53.3,72.6516464471404,77.1470405122433,56.202,79.3899993896484,25.0,180.0,0.937261164188385,18.2,Southeast Asia
LAO,Lao PDR,YR2016,2303.22156035363,7.02283625501138,5.87774436155716,2.634,,,67.014,45.2,1.21,6908802.0,,110.502812681423,64.7630026961054,2.77442976110388,89.0,51.7,72.5021663778163,78.8579483150043,56.106,,27.5167785234899,165.0,0.938601553440094,21.87,Southeast Asia
LAO,Lao PDR,YR2017,2432.43059478511,6.8925308726989,9.87799160512334,3.268,,,67.345,43.5,1.58,7018147.0,73.7200012207031,107.444972491228,66.0411073482017,2.49797261414021,93.6,50.6,72.3526863084922,80.5500537342279,56.02,64.4100036621094,27.5167785234899,154.0,0.944714486598969,25.5104,Southeast Asia
LAO,Lao PDR,YR2018,2545.1075420815,6.24796000755872,7.4856486219066,2.897,15.7,38.8,67.594,41.9,1.46,7128045.0,,104.275413158198,66.1528570578416,2.33501229018316,92.9,50.2,72.2032062391681,82.2233994378671,57.066,,27.5167785234899,145.0,0.948159754276276,36.3,Southeast Asia
LAO,Lao PDR,YR2019,2589.32081035237,5.4577350924848,4.03149139231071,2.531,,,67.911,40.4,1.68,7237636.0,,101.978544594664,64.986385458831,2.12201393748998,98.4,50.5,72.053726169844,83.8782119453961,58.125,,27.5167785234899,137.0,0.951043486595154,47.0323,Southeast Asia
LAO,Lao PDR,YR2020,2583.77730696131,0.503031829018681,5.09807193491087,2.349,,,68.339,39.0,1.27,7346533.0,,100.27766790602,62.4493058083911,1.91597273223857,99.3,50.6,71.9042461005199,85.8856322944911,58.68,,27.5167785234899,132.0,0.956714570522308,54.0,Southeast Asia
LAO,Lao PDR,YR2021,2526.05105018529,2.52835100486102,5.69344695957329,2.08,,,67.807,37.7,1.31,7453194.0,,99.1101994809825,59.8530595325837,1.85949176876536,100.0,51.5,71.7547660311958,87.5242448127318,60.323,,21.9512195121951,139.0,0.963008999824524,62.0,Southeast Asia
LAO,Lao PDR,YR2022,2046.40440255621,2.70742652643155,4.69509225789707,1.209,,,68.715,36.4,1.29,7559007.0,,95.6988495024876,56.8782044614964,1.46083440434069,100.0,49.2,71.6052859618717,89.1450177580789,61.37,,21.9512195121951,120.0,,62.7001,Southeast Asia
LAO,Lao PDR,YR2023,2066.94979776957,3.74568140158232,11.2425630959408,1.186,,,68.964,35.2,1.71,7664993.0,75.6399993896484,95.0382534939216,54.4330611689851,1.23375160355741,96.5,,71.4558058925477,92.6257164263436,61.407,66.7300033569336,21.9512195121951,112.0,,63.6255,Southeast Asia
LBN,Lebanon,YR2000,3986.83513941026,1.34187161970405,5.75581691967717,8.641,,,73.895,17.6,3.07,4329340.0,,85.1220779418945,62.5770492553711,,99.3,4.9,13.5073313782991,84.3171788931217,19.698,,2.34375,24.0,,7.95274,West Asia
LBN,Lebanon,YR2001,4009.55929751102,3.83966927702973,8.23754952644041,8.499,,,74.354,16.6,3.0,4401918.0,,84.4280319213867,60.7058296203613,2.84148001670837,99.3,4.6,13.4992179863148,84.7752376134038,19.829,,2.34375,22.0,,6.78322,West Asia
LBN,Lebanon,YR2002,4290.85283803266,3.42314982843781,6.97552914588529,8.248,,,74.836,15.7,3.0,4463504.0,,85.5243682861328,62.5551910400391,2.55271005630493,99.3,5.7,13.4911045943304,85.233296333686,19.959,,2.34375,21.0,,7.0,West Asia
LBN,Lebanon,YR2003,4437.71588507526,3.22709826879041,14.2410590326381,8.061,,,75.275,14.9,3.0,4525508.0,,86.7726821899414,64.8559494018555,,99.2,7.0,13.482991202346,85.6913550539682,20.091,,2.34375,19.0,,8.0,West Asia
LBN,Lebanon,YR2004,4600.68371412993,6.67944461641103,8.97351609461343,7.85,,,75.693,14.1,3.0,4599279.0,,88.6836776733398,66.0179901123047,2.64094996452331,99.9,6.1,13.4748778103617,86.1494137742504,20.281,,2.34375,18.0,,9.0,West Asia
LBN,Lebanon,YR2005,4602.19804637945,2.68577931016345,12.2038495910608,8.249,,,76.074,13.4,3.6,4671102.0,,89.1887664794922,66.4239807128906,2.64618992805481,99.2,6.4,13.4667644183773,86.6074724945326,20.51,,4.6875,17.0,,10.14,West Asia
LBN,Lebanon,YR2006,4635.2514117486,1.54951500083213,12.1444381288428,8.679,,,75.677,12.7,3.6,4751136.0,,88.5270919799805,67.2385787963867,2.77975988388061,99.4,6.4,13.458651026393,87.0655312148148,20.745,,4.6875,17.0,,15.0,West Asia
LBN,Lebanon,YR2007,5125.25809960149,9.31062252641144,13.5978268963012,8.98,,,76.732,12.2,3.43,4844118.0,89.6100006103516,88.3269729614258,68.0434875488281,2.58357000350952,97.8,7.3,13.4505376344086,87.5235899350969,20.984,85.9700012207031,4.6875,16.0,,18.74,West Asia
LBN,Lebanon,YR2008,5912.04532820842,9.06912826789082,14.8805177180667,7.666,,,76.956,11.7,3.43,4925354.0,,86.235969543457,68.8993988037109,2.01479005813599,99.9,5.1,13.4424242424242,87.9816486553791,21.585,,4.6875,15.0,,22.53,West Asia
LBN,Lebanon,YR2009,7090.85493856621,10.232155577776,13.5696589141535,6.355,,,77.262,11.4,3.45,4992287.0,91.1800003051758,85.3689270019531,71.0917282104492,1.76570999622345,99.3,4.3,13.4343108504399,88.4397073756613,22.195,88.0899963378906,3.125,15.0,,30.14,West Asia
LBN,Lebanon,YR2010,7625.81051551165,7.97513555844932,11.1327936305686,6.768,,,77.529,11.1,3.45,5041288.0,,84.7973450726083,70.562435785543,1.61330997943878,99.5,5.7,13.4261974584555,88.8977660959435,22.817,,3.125,15.0,,43.68,West Asia
LBN,Lebanon,YR2011,7834.96257108993,0.86733987855277,7.85693989450406,7.352,0.1,31.8,77.768,11.0,3.45,5096020.0,,84.8372167281463,73.8286148513332,1.65251994132996,99.7,6.2,13.4844574780059,89.3558248162257,23.448,,3.125,15.0,,52.0,West Asia
LBN,Lebanon,YR2012,8406.98405608118,2.56479133680038,7.06847166156729,7.952,,,77.941,10.9,3.45,5235742.0,,85.2793225598415,72.2122774625477,2.14902997016907,99.5,5.6,13.5427174975562,89.8138835365079,24.089,,3.125,14.0,,61.2498,West Asia
LBN,Lebanon,YR2013,8162.37929361396,3.8278734986016,5.67636791033718,8.477,,,78.037,10.9,2.86,5743436.0,,86.8028638212504,71.2231189680025,2.43396997451782,99.6,5.9,13.6009775171065,90.27194225679,24.74,,3.125,13.0,,70.5,West Asia
LBN,Lebanon,YR2014,7577.6413302369,2.48406010500743,5.95175528625723,8.84,,,78.148,11.0,2.85,6346990.0,,78.51893817562,59.2622758017054,,99.7,4.2,13.6592375366569,90.7300009770723,25.401,,3.125,14.0,,73.0,West Asia
LBN,Lebanon,YR2015,7714.1099998804,0.462320792597581,4.32469174487594,9.312,,,78.275,11.2,3.37,6472469.0,,77.1609396441008,58.1075064918095,,99.7,4.2,13.7174975562072,91.1880596973545,26.114,,3.125,15.0,,74.0,West Asia
LBN,Lebanon,YR2016,8089.012088155,1.55454940856943,5.02174040562454,9.794,,,78.306,11.4,2.73,6323060.0,,76.5474649245479,59.4640916311345,2.17820270841405,99.8,4.0,13.7761485826002,91.6461184176367,26.885,,3.125,15.0,,76.11,West Asia
LBN,Lebanon,YR2017,8608.21084982387,0.903028464073813,4.756779140202,10.258,,,78.192,11.8,2.73,6160128.0,,78.1223765134602,63.1400703776303,2.21606844423238,99.9,4.0,13.8347996089932,92.1041771379189,27.67,,3.125,15.0,,78.1808,West Asia
LBN,Lebanon,YR2018,9174.53666204759,-1.88470575631651,4.84140308956364,10.755,,,78.263,12.3,2.73,5984119.0,92.6699981689453,77.5757280340719,64.2435656996928,2.6165251225734,99.7,4.7,13.8934506353861,92.4654818371011,28.47,90.25,4.6875,15.0,,80.9,West Asia
LBN,Lebanon,YR2019,8905.88005497437,-6.91492472851026,3.69413245000342,11.301,,,78.208,12.8,2.73,5794594.0,92.0144800114203,77.0927924297378,65.2767643910733,2.51957250612723,100.0,5.1,13.9521016617791,92.6,29.286,89.5224985378632,4.6875,15.0,,81.4812,West Asia
LBN,Lebanon,YR2020,5561.19166950397,-21.3998996914321,5.06712986613403,13.252,,,76.299,13.5,2.73,5702398.0,,76.1016961624784,65.89697761206,2.4354185601396,100.0,6.3,14.010752688172,92.6,25.944,,4.6875,27.0,,82.0665,West Asia
LBN,Lebanon,YR2021,4045.37391066234,-7.00123862514116,2.5929006838647,12.715,,,73.65,14.3,2.73,5718122.0,,74.7292217654682,67.5143617766569,,100.0,6.8,14.069403714565,92.6,23.882,,4.6875,54.0,,82.656,West Asia
LBN,Lebanon,YR2022,3654.35845534878,-0.621678970663112,2.50966160641735,11.105,5.9,35.3,78.003,15.1,,5744489.0,,76.4541233193651,64.5017084327233,1.33151427628711,100.0,,14.128054740958,92.6,22.339,,6.25,15.0,,82.798,West Asia
LBN,Lebanon,YR2023,3477.72489842684,-0.760584470257314,3.26435467389127,10.985,,,77.817,16.0,,5773493.0,,78.2026874196176,62.8279212477627,1.50416361108086,100.0,,14.1867057673509,92.6,22.234,,6.25,15.0,,83.4933,West Asia
LKA,Sri Lanka,YR2000,860.199884304769,6.00003315828934,1.04207418020439,7.74,,,71.179,13.0,2.96,19293054.0,,,,,70.3,64.2,34.546643278584,83.6750656092532,36.331,,,39.0,,0.64741,South Asia
LKA,Sri Lanka,YR2001,803.544026627385,-1.54540813366026,1.09074720867871,7.9,,,71.804,12.7,3.02,19600362.0,90.6800003051758,102.919822692871,,,63.6,62.9,34.4464997608037,83.9203655866914,36.077,89.1399993896484,,37.0,,0.793822,South Asia
LKA,Sri Lanka,YR2002,834.936014905338,3.96467568513113,1.1882779089504,8.76,20.7,40.2,72.271,12.4,2.9,19805752.0,,100.614151000977,,,80.7,62.1,34.3463562430234,84.1981104690897,35.831,,4.44444444444444,36.0,,1.05042,South Asia
LKA,Sri Lanka,YR2003,946.382255128072,5.9402690780223,1.21132740876657,8.22,,,72.442,12.1,3.09,19951521.0,,97.2239837646484,,,75.0,61.3,34.2462127252432,84.4762345244091,35.59,,4.44444444444444,35.0,,1.45858,South Asia
LKA,Sri Lanka,YR2004,1028.62068132555,5.44506127885352,1.12667735136244,8.38,,,68.022,16.7,2.86,20087605.0,,92.1975326538086,,,76.5,61.6,34.1460692074629,84.7545829171958,35.35,,4.88888888888889,37.0,,1.44616,South Asia
LKA,Sri Lanka,YR2005,1207.21994764165,6.24174804376447,1.11612854301768,7.67,,,73.073,11.2,3.05,20216524.0,,94.2228393554688,,,78.1,60.1,34.0459256896827,85.0330281014666,35.111,,4.88888888888889,32.0,,1.79205,South Asia
LKA,Sri Lanka,YR2006,1388.89739119932,7.66829190107919,1.6970072277349,6.5,12.2,39.7,72.825,10.7,3.29,20352411.0,90.8099975585938,94.2331619262695,,,82.1,62.2,33.9457821719024,85.3118425923699,34.876,89.0899963378906,4.88888888888889,32.0,,2.53757,South Asia
LKA,Sri Lanka,YR2007,1578.63451125392,6.79682611892866,1.8639738781084,5.97,,,72.983,10.2,3.35,20492545.0,,94.312141418457,,,80.0,60.2,33.8456386541221,85.590756668861,34.644,,5.77777777777778,31.0,,3.88,South Asia
LKA,Sri Lanka,YR2008,1973.58476901287,5.95008814473897,1.84752962305149,5.22,,,72.556,9.7,3.29,20629378.0,90.5599975585938,94.1940231323242,,,82.9,61.6,33.7454951363419,85.8700345787064,34.415,89.0699996948242,5.77777777777778,30.0,,,South Asia
LKA,Sri Lanka,YR2009,2026.65939950702,3.53891205317842,0.960390452698523,5.85,7.8,36.1,70.298,13.0,3.41,20756435.0,,92.6846313476562,,2.05590009689331,87.1,63.5,33.6453516185616,86.149546290692,34.191,,5.77777777777778,28.0,,,South Asia
LKA,Sri Lanka,YR2010,2808.36244503709,8.01596737055139,0.814446069624814,4.784,,,74.463,9.1,3.47,20879089.0,91.1800003051758,97.4528586032738,92.3497085571289,1.66177999973297,85.3,61.9,33.5452081007814,86.4291556311836,33.965,89.9599990844727,5.33333333333333,26.0,0.997380018234253,,South Asia
LKA,Sri Lanka,YR2011,3224.95745150496,8.6694830119314,1.41088360121529,4.118,,,74.74,8.9,3.52,21009048.0,,97.2173193437696,94.108642578125,1.74292004108429,87.8,56.4,33.625578057726,86.7091246125712,33.946,,5.77777777777778,25.0,0.995890021324158,,South Asia
LKA,Sri Lanka,YR2012,3327.77613691283,8.63218137662685,1.3359173422599,3.88,6.4,38.7,75.187,8.5,3.59,21169458.0,,97.1213977626125,94.6744689941406,1.45342004299164,87.0,52.9,33.7059480146707,86.9893246653002,32.649,,5.77777777777778,24.0,1.0183299779892,,South Asia
LKA,Sri Lanka,YR2013,3739.43181100202,4.05174633027869,1.21148000445532,4.186,,,75.546,8.1,3.66,20585000.0,,97.2127527169757,95.1442636196356,1.5645899772644,90.2,56.9,33.7863179716154,87.2717415635994,33.869,,5.77777777777778,23.0,1.01747000217438,,South Asia
LKA,Sri Lanka,YR2014,3972.04375736464,6.3779788972687,1.08277813761066,4.157,,,75.757,7.7,3.72,20778000.0,92.5463947764283,97.433058484166,93.4926277980089,1.85859000682831,92.7,54.2,33.86668792856,87.5563586215225,33.211,91.7226422929589,5.77777777777778,23.0,,10.5,South Asia
LKA,Sri Lanka,YR2015,4057.7158346231,4.20595547449241,0.798746315198801,4.519,,,75.99,7.4,3.71,20970000.0,92.5661321359863,97.4508545353363,94.4516928962286,2.10998010635376,94.3,51.3,34.3951658507424,87.8430484990773,35.33,91.7596244600523,4.88888888888889,22.0,,15.26,South Asia
LKA,Sri Lanka,YR2016,4149.19190775593,5.05362488994436,1.01937184461335,4.242,3.8,39.3,76.136,7.0,3.72,21209000.0,92.3899993896484,96.9411621819868,93.9037221276375,3.22929000854492,97.5,45.1,34.3441099962839,88.13156471936,35.252,91.4899978637695,5.77777777777778,22.0,1.01145994663239,22.19,South Asia
LKA,Sri Lanka,YR2017,4398.88828068715,6.46068127065753,1.45462805347273,4.046,,,76.239,6.7,3.77,21453000.0,91.9000015258789,96.6249037351597,94.0418660922689,2.59316992759705,97.5,45.8,34.2930541418254,88.4218720472391,36.094,90.9700012207031,5.77777777777778,21.0,1.02471995353699,25.1,South Asia
LKA,Sri Lanka,YR2018,4358.56095906047,2.31008425545845,1.70888696252001,4.318,,,76.485,6.5,3.81,21670000.0,91.7099990844727,95.9343814573526,95.9107331693991,1.98781001567841,99.6,47.9,34.2580499159447,88.7139577159347,33.105,90.8000030517578,5.77777777777778,21.0,1.02416002750397,28.3,South Asia
LKA,Sri Lanka,YR2019,4081.94772722003,-0.220483886831275,0.835367459152173,4.67,2.7,37.7,76.698,6.2,3.86,21803000.0,92.25,95.4735034890634,,,99.8,46.1,34.2067102490331,89.0074705240203,34.051,91.5800018310547,5.33333333333333,20.0,,32.0,South Asia
LKA,Sri Lanka,YR2020,3847.60137695639,-4.62451503749502,0.514700552667608,5.364,,,76.928,6.0,3.87,21919000.0,92.379997253418,95.2338733103182,,1.55792392223723,100.0,49.3,34.1580989330747,89.3024800646489,31.663,91.5999984741211,5.38116591928251,23.0,,36.1847,South Asia
LKA,Sri Lanka,YR2021,3996.96240014909,4.2074764951157,0.66882570941316,4.981,,,76.278,5.8,3.98,22156000.0,92.4300003051758,94.459178502415,89.8339685558794,1.50650579603928,100.0,48.8,34.1070158422244,89.5988356123165,31.329,91.6399993896484,5.38116591928251,34.0,,44.4531,South Asia
LKA,Sri Lanka,YR2022,3342.63650253855,-7.34919301306745,1.19249322228342,4.528,,,77.3,5.5,3.94,22181000.0,92.4899978637695,92.9846466705678,88.1918156520303,1.20397218661186,100.0,,34.0559327513741,89.8964005892061,31.605,91.7600021362305,5.33333333333333,22.0,,48.3,South Asia
LKA,Sri Lanka,YR2023,3798.89016573011,-2.3298481898334,0.851705946554554,4.528,,,77.483,5.3,3.93,22037000.0,92.6600036621094,91.4511421235026,87.9534065332114,1.82774571561927,100.0,,34.0048496605238,90.1950284141998,29.6,91.9700012207031,5.33333333333333,18.0,,51.2,South Asia
MDV,Maldives,YR2000,2213.81235053178,3.84581040832157,3.57378188906309,1.97,,,70.892,33.5,1.67,282019.0,96.3300018310547,126.989768981934,51.4409103393555,,83.8,2.3,2.73333333333333,93.9754416536862,37.037,96.4400024414062,6.0,94.0,1.01128995418549,2.20387,South Asia
MDV,Maldives,YR2001,3033.93234507036,-3.94363452271253,2.36095464157791,3.038,,,71.659,29.8,1.86,286767.0,,124.485786437988,61.0277481079102,,87.5,2.3,2.73333333333333,94.3299211609412,37.045,,6.0,81.0,1.01124000549316,3.61729,South Asia
MDV,Maldives,YR2002,3076.07007160101,7.26838656139654,2.75560074067064,4.094,18.8,41.3,72.36,26.5,1.91,291616.0,,121.841133117676,61.3511009216309,5.79186010360718,88.3,1.8,2.73333333333333,94.6785046984777,37.054,,6.0,76.0,1.0273300409317,5.34777,South Asia
MDV,Maldives,YR2003,3548.5767011056,13.7500496410836,3.02003609060425,5.126,,,73.263,23.4,2.17,296491.0,,121.19751739502,67.9700698852539,5.32406997680664,89.1,2.2,2.73333333333333,95.0207841451374,37.061,,6.0,70.0,1.01912999153137,5.97659,South Asia
MDV,Maldives,YR2004,4070.2609459446,5.92489251113133,4.31467445406402,6.151,,,73.008,21.8,2.52,301413.0,,119.83869934082,67.8094329833984,4.66160011291504,90.0,1.7,2.73333333333333,95.3565498138063,37.065,,6.0,65.0,1.02630996704102,6.58825,South Asia
MDV,Maldives,YR2005,3796.51546524644,-11.1773097061784,4.55499673617996,7.313,,,74.785,18.6,2.56,306429.0,,113.929962158203,,5.0168399810791,90.9,2.0,2.73333333333333,95.6853187306833,37.066,,12.0,54.0,,6.86961,South Asia
MDV,Maldives,YR2006,5018.94335409159,23.6302719852686,4.05198051459747,8.345,,,75.256,16.7,4.35,313851.0,98.4000015258789,112.385597229004,,4.64523983001709,91.7,1.6,2.73333333333333,95.9990896604814,36.958,98.4300003051758,12.0,52.0,,11.0364,South Asia
MDV,Maldives,YR2007,5758.10286933053,7.13338024717898,7.08805679103643,9.421,,,75.711,15.2,4.21,324479.0,,107.563919067383,,4.41788005828857,92.6,1.5,2.73333333333333,96.2874159070082,36.73,,12.0,51.0,,16.3,South Asia
MDV,Maldives,YR2008,6757.43280929292,8.97645459033633,7.97903444514319,10.361,,,75.999,13.9,2.34,336170.0,,105.335929870605,,4.470290184021,93.6,1.5,2.73333333333333,96.5912125860585,36.495,,12.0,53.0,,23.2,South Asia
MDV,Maldives,YR2009,6734.03165601895,-8.34069861571051,6.73534012537353,11.697,13.1,38.4,76.371,12.8,3.91,348275.0,,104.559181213379,,5.08168983459473,99.9,1.5,2.73333333333333,96.8924931173137,36.285,,6.49350649350649,52.0,,24.8,South Asia
MDV,Maldives,YR2010,7173.59601844692,6.7854678229144,8.36376433060736,10.875,,,76.756,11.9,,360792.0,,102.100165482332,70.0468136514648,3.63328003883362,99.0,1.4,2.73333333333333,97.1912684549674,36.624,,6.49350649350649,49.0,,26.53,South Asia
MDV,Maldives,YR2011,7424.520410971,8.84342600490342,15.2659407539778,10.043,,,77.141,11.1,,373674.0,,100.38204155014,72.8434927609116,3.08072996139526,99.1,1.3,2.73333333333333,97.4875221810395,36.983,,6.49350649350649,48.0,,34.0,South Asia
MDV,Maldives,YR2012,7461.29703686309,2.38928797963442,7.89895747225905,9.134,,,77.512,10.4,,386818.0,,97.4747092509902,71.9760042609256,3.34085988998413,99.2,1.2,2.73333333333333,97.7812411341271,37.361,,6.49350649350649,47.0,,38.9301,South Asia
MDV,Maldives,YR2013,8236.08177944126,6.97496226412528,10.9503892160384,8.295,,,77.847,9.8,,400070.0,,95.7687484324053,68.3872693233485,3.3882999420166,99.4,1.3,2.73333333333333,98.0723697097107,37.756,,6.49350649350649,47.0,,44.1,South Asia
MDV,Maldives,YR2014,8939.07416571472,7.86068643108074,9.01659145068896,7.461,,,78.187,9.1,,413617.0,98.6100006103516,96.8073394495413,72.9110894145066,3.0885899066925,100.0,1.2,2.73333333333333,98.3609146245112,38.163,98.6900024414062,5.88235294117647,43.0,,49.28,South Asia
MDV,Maldives,YR2015,9644.90655028145,3.86813536494475,7.21577938190819,6.611,,,78.607,8.5,4.95,428154.0,,99.0061090225564,73.441380211737,3.8685998916626,99.8,1.5,2.73333333333333,98.6468575811513,38.573,,5.88235294117647,41.0,,54.462,South Asia
MDV,Maldives,YR2016,9947.80744731739,6.37528306716864,10.3547618700189,5.771,0.1,31.3,78.913,8.0,4.94,443308.0,97.7300033569336,98.2565323867083,70.014084045724,3.66123008728027,100.0,1.2,2.73333333333333,98.9301591789306,38.986,98.1100006103516,5.88235294117647,41.0,,59.5,South Asia
MDV,Maldives,YR2017,10509.628805812,7.07442863215275,9.50514529202919,5.377,,,79.228,7.4,4.94,458287.0,94.5100021362305,97.1472662194312,69.7419183184781,3.82268559882407,99.8,1.3,2.73333333333333,99.2108231698123,39.781,94.9100036621094,5.88235294117647,41.0,,65.0,South Asia
MDV,Maldives,YR2018,11423.2838427029,8.5689555834747,10.6517647807373,4.962,,,79.433,6.9,4.95,473099.0,,96.6406154097958,77.0284881591797,3.85681779847259,100.0,1.3,2.73333333333333,99.4838786975911,40.382,,5.88235294117647,40.0,1.02846002578735,70.9,South Asia
MDV,Maldives,YR2019,11740.2724029785,6.92305989050099,16.7834728448357,4.562,0.0,29.3,79.707,6.4,6.36,487731.0,98.2099990844727,96.8629835988386,72.6946792602539,4.12356944795488,100.0,1.3,2.73333333333333,99.6231486421787,40.76,98.2600021362305,4.59770114942529,39.0,0.991879999637604,77.4697,South Asia
MDV,Maldives,YR2020,7393.8886543933,-32.9088287752921,11.8706880719155,5.42,,,78.713,6.0,5.04,502118.0,,97.1784452967759,69.8982015609094,5.84760793108804,100.0,1.6,2.73333333333333,99.6489940790337,37.104,,4.59770114942529,48.0,,79.0978,South Asia
MDV,Maldives,YR2021,10176.143882547,37.507870124321,12.238665987932,5.016,,,78.052,5.6,4.56,516154.0,,,,4.61379747500137,100.0,1.4,2.73333333333333,99.675443163466,37.995,,4.59770114942529,60.0,,81.9576,South Asia
MDV,Maldives,YR2022,11786.0191492983,13.8260895184139,11.8454662775286,4.303,,,80.76,5.3,,524106.0,,96.0147426502285,73.5234576648616,4.67344315449896,100.0,1.2,2.73333333333333,99.702507903643,40.171,,4.59770114942529,34.0,,83.9119,South Asia
MDV,Maldives,YR2023,12587.6126038651,4.94286301229583,11.5818458756845,4.019,,,81.041,5.0,,525994.0,,100.477973568282,79.3565296847573,5.16706374664829,100.0,,2.75167785234899,99.7301882656937,40.311,,4.59770114942529,32.0,,84.6851,South Asia
MMR,Myanmar,YR2000,196.619580625284,13.7459305561226,2.86117768008645,0.712,,,60.357,73.9,,45290841.0,89.9400024414062,101.413139343262,39.3193206787109,,41.9,80.2,53.3526792545215,47.0143575446257,56.2,86.4199981689453,,375.0,0.993080019950867,,Southeast Asia
MMR,Myanmar,YR2001,141.525660705722,11.3439970699605,3.21565753506977,0.689,,,60.64,72.3,,45771139.0,,99.7626495361328,40.303840637207,,43.0,82.5,52.8282874804909,48.6071024243715,55.683,,,361.0,0.961210012435913,0.000289277,Southeast Asia
MMR,Myanmar,YR2002,146.598390364449,12.0255134340315,2.22070502562137,0.685,,,60.925,70.5,,46232653.0,,99.8293304443359,41.8484497070312,,47.0,83.0,52.3038957064602,50.2257370348603,55.154,,,347.0,0.964699983596802,0.000426494,Southeast Asia
MMR,Myanmar,YR2003,224.292688912409,13.8439968903798,2.3777576671811,0.686,,,61.196,68.8,0.7,46667192.0,,102.38102722168,42.1795806884766,,45.1,79.9,51.7795039324295,51.870427267256,54.568,,,335.0,0.967809975147247,0.0240641,Southeast Asia
MMR,Myanmar,YR2004,224.508811413327,13.5646616163416,2.0001628964787,0.677,,,61.443,66.9,0.71,47068772.0,,103.697303771973,45.0282783508301,,46.2,80.2,51.2645251140155,53.5410174702481,54.022,,,324.0,0.966489970684052,0.0243374,Southeast Asia
MMR,Myanmar,YR2005,252.685193060728,13.5689500216456,1.95966396539679,0.672,,,61.72,65.0,0.72,47438365.0,,104.437133789062,45.6932487487793,,47.3,79.6,50.7446966450349,55.2373698713053,53.504,,,312.0,0.986660003662109,0.0652389,Southeast Asia
MMR,Myanmar,YR2006,303.495087119254,13.0761013792372,1.90182128285749,0.676,,,62.026,62.9,0.72,47785135.0,,105.169502258301,47.5437698364258,,48.4,81.3,50.2117067348157,56.9590615338735,53.031,,,301.0,0.982299983501434,0.182048,Southeast Asia
MMR,Myanmar,YR2007,419.375780725042,11.9914352402146,3.5175166973129,0.684,,,62.367,60.8,0.74,48125043.0,,106.169532775879,47.3708114624023,,49.5,80.5,49.6834572775126,58.7062336029249,52.622,,,290.0,,0.217128,Southeast Asia
MMR,Myanmar,YR2008,658.442487229705,10.2553053929808,2.71127181000311,0.7,,,56.364,70.8,0.77,48390793.0,,108.062278747559,49.9790115356445,,50.6,85.6,49.1748511426428,60.4787323145867,52.281,,,286.0,,0.22,Southeast Asia
MMR,Myanmar,YR2009,758.442935789255,10.5500090961932,2.92355415980151,0.712,,,63.095,56.4,0.78,48660459.0,,108.319793701172,49.9621315002441,,51.8,85.8,48.6510194397673,62.2761475757096,51.95,,,268.0,0.991249978542328,0.22,Southeast Asia
