economy,Country,year,gdp_per_capita,gdp_growth,fdi_inflows,unemployment,poverty_headcount,gini_index,life_expectancy,infant_mortality,hospital_beds,population,literacy_rate,school_enrolment_primary,school_enrolment_secondary,education_expenditure,electricity_access,renewable_energy,forest_area,clean_water_access,female_labour,female_literacy,women_parliament,maternal_mortality,gender_parity,internet_users,sub_region
GEO,Georgia,YR2007,2635.36650276116,12.5755698246405,18.5993001881899,13.28,23.9,38.1,70.985,15.6,3.67,3860158.0,,110.829132080078,107.933776855469,2.69687008857727,100.0,36.2,40.3491149805727,95.0243626038677,60.953,,9.36170212765957,52.0,,8.26,West Asia
GEO,Georgia,YR2008,3324.7537205015,2.42161440960641,12.5221905619449,17.87,21.7,38.5,70.949,14.1,3.57,3848449.0,,109.99112701416,110.87841796875,2.9195499420166,100.0,36.3,40.4380486400921,95.1637450762018,60.721,,6.0,54.0,1.01988995075226,10.01,West Asia
GEO,Georgia,YR2009,2822.68939668797,-3.65075229596822,6.13732507746039,20.71,21.1,38.2,71.058,12.8,3.48,3814419.0,,108.244682312012,106.653327941895,3.22237992286682,100.0,36.7,40.5269822996115,95.3017390158594,60.943,,5.10948905109489,56.0,,20.07,West Asia
GEO,Georgia,YR2010,3281.72930937343,6.24640865303363,7.41065931415781,20.203,23.6,39.5,71.732,11.7,3.43,3786695.0,,107.155245895564,,2.76179333360622,100.0,39.1,40.6159159591308,95.4384260318316,60.384,,6.52173913043478,41.0,,26.9,West Asia
GEO,Georgia,YR2011,4119.66818307193,7.9343365253078,7.56100540937968,19.632,21.6,39.6,72.485,10.8,3.26,3756441.0,,107.761952206271,,2.5149199962616,100.0,31.5,40.6159159591308,95.5737249468986,59.769,,6.56934306569343,37.0,,31.52,West Asia
GEO,Georgia,YR2012,4530.69533409431,6.57883101954195,5.73087327277528,19.653,18.8,39.0,72.672,10.1,2.96,3728874.0,,109.651399821348,,1.86033999919891,100.0,28.7,40.6159159591308,95.7077336027359,59.313,,12.0,35.0,,36.94,West Asia
GEO,Georgia,YR2013,4712.00229382665,5.13288531209382,5.97432640298838,19.416,14.9,38.6,73.025,9.6,3.05,3717668.0,,110.575228390453,107.038832287684,2.8330966857175,100.0,32.4,40.6159159591308,95.8402895547886,59.008,,12.0,34.0,1.0081000328064,43.3,West Asia
GEO,Georgia,YR2014,4830.33486170249,4.09049059581743,10.2241873429056,17.439,12.0,37.6,73.105,9.2,3.08,3719414.0,99.5899963378906,109.976680992118,105.757088910744,2.94113947736272,100.0,30.7,40.6159159591308,95.9715499431682,58.811,99.5100021362305,12.0,32.0,1.01177000999451,49.1025,West Asia
GEO,Georgia,YR2015,4086.6223465965,3.35102350265353,11.3986492046024,16.506,10.6,36.5,73.241,8.9,3.38,3725276.0,,107.800106850779,106.764155546761,3.10870368877345,100.0,27.5,40.6159159591308,96.1014497266011,58.678,,11.3333333333333,30.0,1.01435995101929,47.5698,West Asia
GEO,Georgia,YR2016,4143.40125686315,3.45021517996871,10.746989399988,16.604,10.5,36.6,73.136,8.7,3.64,3727505.0,,104.042509897438,107.779901789534,3.52338004112244,100.0,27.2,40.6159159591308,96.2306438542473,58.551,,16.0,28.0,1.01025998592377,58.4593,West Asia
GEO,Georgia,YR2017,4418.75206546679,5.15990261658827,11.7183676491747,13.939,11.1,37.9,73.435,8.5,3.98,3728004.0,99.3600006103516,102.937767734127,109.523203664239,3.52442002296448,100.0,27.5,40.6159159591308,96.3588824042299,58.382,99.2900009155273,16.0,27.0,1.01057004928589,59.7055,West Asia
GEO,Georgia,YR2018,4804.0546040444,6.062036412677,7.28401976586955,12.667,11.0,36.4,73.985,8.4,4.22,3726549.0,99.6500015258789,100.786840229187,111.616827005361,3.46094989776611,99.9,27.4,40.6159159591308,96.4862775476087,55.742,99.6500015258789,16.0,24.0,1.01249003410339,62.7179,West Asia
GEO,Georgia,YR2019,4741.2832715876,5.38071926589951,7.92523222582948,11.565,9.7,35.9,74.165,8.3,4.61,3720161.0,99.9020818812072,101.236423646202,111.900853903077,3.82985997200012,100.0,24.7,40.6159159591308,96.6127357061039,54.716,99.9624644408723,14.7651006711409,22.0,1.00751996040344,68.8467,West Asia
GEO,Georgia,YR2020,4300.85701291207,-6.2904717853839,3.47997036066188,11.734,12.0,34.5,73.509,8.2,4.9,3722716.0,99.9403171161963,100.779530049426,108.06699476725,3.80951130708125,100.0,23.4,40.6159159591308,96.7382823190877,55.206,100.0,20.6666666666667,30.0,1.00706994533539,72.5316,West Asia
GEO,Georgia,YR2021,5083.60695484577,10.6442336580969,6.84360165773215,11.785,10.8,34.2,71.635,8.2,5.44,3708610.0,99.9656063568431,101.286441127535,106.201856681079,3.59441995620727,100.0,25.2,40.6159159591308,96.877911792559,53.055,100.0,19.3333333333333,60.0,1.00573003292084,76.4427,West Asia
GEO,Georgia,YR2022,6729.84659930283,10.9585321385624,9.03652531888906,11.621,7.7,33.5,74.141,8.1,4.72,3712502.0,99.5699996948242,102.727831178351,103.710205488304,3.75498008728027,100.0,,40.6159159591308,97.016455433381,55.755,99.5400009155273,19.047619047619,22.0,,78.7113,West Asia
GEO,Georgia,YR2023,8283.66960652261,7.83220126555726,6.86202066832702,11.549,5.8,34.8,74.496,8.0,4.04,3715483.0,99.5599975585938,100.887260863464,103.183588288651,3.70918011665344,100.0,,40.6159159591308,97.1538358776458,56.251,99.5599975585938,18.4397163120567,20.0,,81.8843,West Asia
IDN,Indonesia,YR2000,763.711124950924,4.9200677470169,-2.75743993350903,6.077,65.7,30.3,66.292,41.3,0.58,216077790.0,,108.993591308594,55.5976295471191,,86.3,45.6,53.943528667353,75.7755519212516,51.67,,8.0,311.0,0.970269978046417,0.925564,Southeast Asia
IDN,Indonesia,YR2001,732.307093405708,3.64346644721492,-1.85568619300523,6.082,62.3,31.2,66.583,39.5,0.58,219097902.0,,109.43041229248,56.2273216247559,2.46003007888794,86.3,44.3,53.8572019777163,76.7750513576089,49.986,,8.0,300.0,0.978320002555847,2.01861,Southeast Asia
IDN,Indonesia,YR2002,881.002913569131,4.49947539085764,0.0741516383181159,6.604,46.8,30.2,66.954,37.7,0.58,222088495.0,,110.116897583008,57.646598815918,2.64568996429443,87.6,44.7,53.7708752880796,77.764828826511,48.048,,8.0,283.0,0.980740010738373,2.13414,Southeast Asia
IDN,Indonesia,YR2003,1043.2105838671,4.78036912167654,-0.254256320381005,6.657,45.5,29.3,67.134,36.1,0.58,225048008.0,,110.176658630371,60.7244682312012,3.21799993515015,87.9,43.0,53.684548598443,78.7445787552337,47.846,,8.0,279.0,0.982840001583099,2.38702,Southeast Asia
IDN,Indonesia,YR2004,1126.84004447173,5.03087394501685,0.738243979887563,7.303,45.4,30.4,65.521,36.7,0.58,227926649.0,90.379997253418,109.678840637207,62.9758682250977,2.7484700679779,89.0,41.5,53.5982219088063,79.7146661275456,47.236,86.8000030517578,11.2727272727273,283.0,0.986850023269653,2.60029,Southeast Asia
IDN,Indonesia,YR2005,1238.21447629488,5.69257130383384,2.91611483313067,7.945,41.1,29.9,67.531,33.2,0.59,230871650.0,,109.01708984375,61.6382789611816,2.87281990051269,84.8,41.6,53.5118952191696,80.6739527502828,46.082,,11.2727272727273,268.0,0.975489974021912,3.60202,Southeast Asia
IDN,Indonesia,YR2006,1558.31562847163,5.50095178520348,1.34794264068931,7.551,46.8,31.5,67.664,31.8,0.59,233951652.0,91.9800033569336,107.672538757324,64.6422119140625,,90.6,40.1,53.4255685295329,81.6230405666446,46.008,88.7900009155273,11.2727272727273,264.0,0.982860028743744,4.76481,Southeast Asia
IDN,Indonesia,YR2007,1823.21976255073,6.34502222667214,1.6030105718879,8.06,41.1,33.2,67.914,30.5,0.6,237062337.0,,110.421722412109,71.8545074462891,3.04425001144409,91.1,40.0,53.3392418398962,82.5614830626383,49.839,,11.6363636363636,257.0,0.978890001773834,5.78627,Southeast Asia
IDN,Indonesia,YR2008,2124.55483920618,6.01370360009123,1.82632902403998,7.208,38.0,32.6,68.085,29.3,0.62,240157903.0,92.1900024414062,109.333679199219,70.1684417724609,2.90190005302429,92.7,41.1,53.2529151502595,83.4896329573105,50.387,89.0999984741211,11.6363636363636,251.0,0.984170019626617,7.91748,Southeast Asia
IDN,Indonesia,YR2009,2218.48541852977,4.62887118256153,0.90391941965406,6.106,37.9,33.4,68.267,28.2,0.58,243220028.0,92.5800018310547,110.992286682129,74.5035934448242,3.52513003349304,93.6,38.2,53.1665884606228,84.3913253324257,50.3,89.6800003051758,17.8571428571429,246.0,0.9826700091362,6.92,Southeast Asia
IDN,Indonesia,YR2010,3065.68348377765,6.22385418062366,2.02517914569356,5.614,34.1,34.6,68.364,27.1,0.56,246305322.0,92.3199996948242,113.010775075983,75.6519088745117,2.81227993965149,94.2,36.0,53.0802617709861,85.1661850718562,50.973,89.8899993896484,18.0357142857143,242.0,1.02081000804901,10.92,Southeast Asia
IDN,Indonesia,YR2011,3579.46442466152,6.16978420771008,2.30298429381592,5.153,31.2,37.9,68.629,26.1,0.6,249470032.0,92.8099975585938,114.684137554242,78.1330718994141,3.18944001197815,94.8,32.4,52.586919226916,85.6378136701144,50.989,90.0699996948242,18.2142857142857,230.0,1.02225995063782,12.28,Southeast Asia
IDN,Indonesia,YR2012,3632.27254030331,6.03005065305615,2.30978031853073,4.468,26.6,37.1,68.862,25.1,0.81,252698525.0,,115.201069565404,80.0926818847656,3.40748000144958,96.0,30.1,52.0935766828458,86.0745858271754,51.49,,18.5714285714286,220.0,1.00821995735168,14.52,Southeast Asia
IDN,Indonesia,YR2013,3566.60284506078,5.5572636889101,2.55135633401058,4.336,27.2,38.9,69.064,24.1,0.96,255852467.0,,111.656675108204,81.8896974781343,3.35904002189636,96.5,30.6,51.6002341387757,86.4972383225177,50.714,,18.5714285714286,208.0,0.984489977359772,14.94,Southeast Asia
IDN,Indonesia,YR2014,3441.06808464008,5.006668425755,2.81997260412102,4.049,25.7,38.8,69.292,23.2,0.91,258877399.0,95.120002746582,109.659608599994,83.5559949258569,3.28800988197327,97.0,29.3,51.1068915947056,86.9065589204206,50.64,93.4499969482422,16.9369369369369,198.0,0.982280015945435,17.1432,Southeast Asia
IDN,Indonesia,YR2015,3288.22269725538,4.87632230022123,2.29761639380441,4.514,21.6,38.2,69.52,22.3,0.95,261799249.0,95.2200012207031,107.983525766989,87.8423207929976,3.58360004425049,97.5,26.6,50.6135490506354,87.3023728948535,50.772,93.3399963378906,17.1171171171171,190.0,0.985639989376068,22.0627,Southeast Asia
IDN,Indonesia,YR2016,3521.46943457574,5.03306918280177,0.487372471368879,4.301,18.0,36.9,69.733,21.5,0.97,264627418.0,95.379997253418,105.922391949136,87.8191791728036,1.21023452496964,97.6,27.8,50.7434545269582,87.6849895715078,50.949,93.5899963378906,17.1171171171171,182.0,0.995899975299835,25.4474,Southeast Asia
IDN,Indonesia,YR2017,3798.88326174526,5.06978590134916,2.01948919812582,3.783,14.8,36.4,69.953,20.7,1.02,267346658.0,,104.382521256166,90.9455391241064,1.05324382490056,98.1,25.2,50.0393338229866,88.0541295680055,51.943,,19.8214285714286,173.0,0.993650019168854,32.3358,Southeast Asia
IDN,Indonesia,YR2018,3860.95353090726,5.17429153955024,1.81428979349441,4.387,12.5,36.3,70.08,19.9,1.15,269951846.0,95.6600036621094,103.299542869882,92.8120739600443,0.994436460846179,98.5,22.0,49.7168177792076,88.410420237217,53.131,93.9899978637695,19.8214285714286,168.0,0.993399977684021,39.9046,Southeast Asia
IDN,Indonesia,YR2019,4106.94856160358,5.01928768046282,2.23336204282241,3.59,10.8,35.4,70.349,19.3,1.16,272489381.0,,101.264685825869,94.9467044891028,0.964399077622927,98.9,19.8,49.3942964092507,88.7538936468124,53.949,,17.3913043478261,161.0,,47.6906,Southeast Asia
IDN,Indonesia,YR2020,3853.70288774146,-2.06551182934165,1.81058402027127,4.255,9.8,35.3,68.817,18.6,1.38,274814866.0,96.0,100.951933675872,96.9345779132931,1.01593221347809,97.0,21.9,49.0717803654717,89.0851606060889,53.203,94.5500030517578,20.3478260869565,184.0,,53.7265,Southeast Asia
IDN,Indonesia,YR2021,4287.17313995098,3.70288562827751,1.7878556314554,3.827,8.6,35.5,67.452,18.0,1.34,276758053.0,,100.309665446849,97.8441479813619,1.03221750658374,99.2,20.2,48.3619448681206,89.4041137814594,52.069,,21.0434782608696,226.0,,62.1045,Southeast Asia
IDN,Indonesia,YR2022,4730.83484836107,5.30719722664799,1.87264100861425,3.462,7.9,35.5,70.925,17.5,1.4,278830529.0,,98.7008730463611,97.8167602714893,0.863943349575907,100.0,,48.0419900717626,89.7113532580834,52.562,,21.9130434782609,148.0,,66.4846,Southeast Asia
IDN,Indonesia,YR2023,4876.30774512252,5.04902331835997,1.57116694173474,3.308,6.7,36.1,71.146,17.0,1.37,281190067.0,,98.1566275726904,96.0002120295081,1.27517088245674,99.4,,47.7220336902463,89.3578482222748,53.487,,21.5652173913044,140.0,,69.2084,Southeast Asia
IND,India,YR2000,442.750218937263,3.84099115659129,0.765211694280817,7.589,,,62.749,66.3,2.13,1057922733.0,,98.808967590332,47.1734390258789,4.32479000091553,60.3,46.9,22.7334950003195,79.4918924474821,34.397,,9.00735294117647,362.0,0.802240014076233,0.527532,South Asia
IND,India,YR2001,450.357900514128,4.82396626555771,1.05638020993358,7.611,,,63.158,64.3,2.09,1077898575.0,61.0099983215332,96.9014892578125,46.8245811462402,,62.0,47.1,22.7975675957473,80.0659857611388,34.483,47.8400001525879,8.83977900552486,349.0,0.809880018234253,0.660146,South Asia
IND,India,YR2002,469.149928973927,3.80397532112175,1.01156946489919,7.681,,,63.649,62.4,2.05,1097600380.0,,97.4474563598633,48.8069381713867,,62.3,45.8,22.8616401911751,80.7684916224213,34.57,,8.83977900552486,330.0,0.830370008945465,1.53788,South Asia
IND,India,YR2003,544.143133545002,7.8603814759073,0.605887857091792,7.633,,,64.086,60.5,2.02,1116803006.0,,105.664947509766,51.4255714416504,3.61340999603271,65.4,45.6,22.9257127866029,81.4693446422868,34.66,,8.83977900552486,313.0,0.915700018405914,1.68649,South Asia
IND,India,YR2004,624.258826510066,7.92293661199932,0.765596855110284,7.598,46.4,27.7,64.484,58.6,1.99,1135991513.0,,,53.247371673584,3.35254001617432,64.4,44.9,22.9897853820307,82.1686302902513,34.753,,8.25688073394496,296.0,,1.97614,South Asia
IND,India,YR2005,710.488080408949,7.92343062148318,0.886098378458823,7.551,,,64.939,56.7,1.95,1154676322.0,,,55.9314002990723,3.18875002861023,68.8,44.2,23.0538579774586,82.8660018054267,34.852,,8.28729281767956,277.0,,2.38807,South Asia
IND,India,YR2006,801.668353659022,8.06073257166651,2.13016842534495,7.553,,,65.373,54.8,1.92,1172878890.0,62.75,,56.7859497070312,3.14284992218018,67.9,43.2,23.1179305728864,83.5615500374212,33.499,50.8199996948242,8.25688073394496,258.0,,2.8055,South Asia
IND,India,YR2007,1021.88707706826,7.6608150670107,2.07339404668754,7.562,,,65.803,52.8,1.89,1190676021.0,,113.330406188965,59.1478385925293,,72.3,41.5,23.1820031683142,84.2553439378038,32.179,,9.05730129390018,240.0,0.942560017108917,3.95,South Asia
IND,India,YR2008,992.519584923828,3.08669805921981,3.6205232354017,7.629,,,66.247,50.8,1.87,1207930964.0,,113.827751159668,62.2119216918945,,74.1,39.4,23.246075763742,84.9473094624581,30.892,,9.05730129390018,223.0,0.967050015926361,4.38,South Asia
IND,India,YR2009,1094.94974598436,7.86188883286074,2.65159033235479,7.636,34.6,27.8,66.7,48.7,1.84,1225524753.0,,112.490791320801,61.3603210449219,3.27824997901917,75.0,37.4,23.3101483591698,85.6371461321776,29.641,,10.8256880733945,205.0,0.989970028400421,5.12,South Asia
IND,India,YR2010,1347.51939071367,8.49758470221235,1.6350340943491,7.631,,,67.162,46.7,1.81,1243481564.0,68.3354718669705,112.218696594238,64.9475936889648,3.377690076828,76.3,36.2,23.3742209545976,86.3249166723471,28.425,57.6655614917941,10.8256880733945,188.0,0.989049971103668,7.5,South Asia
IND,India,YR2011,1445.46127486037,5.24131619937695,2.0020634629993,7.609,27.1,28.8,67.623,44.6,1.79,1261224954.0,69.3000030517578,110.07893371582,67.1251678466797,3.79618000984192,79.5,35.0,23.4638216864714,87.0106732998892,27.583,59.2799987792969,11.0091743119266,173.0,0.998529970645905,10.07,South Asia
IND,India,YR2012,1429.32199520032,5.45638755166587,1.31293453035323,7.645,,,68.076,42.5,1.76,1278674502.0,69.8350587234791,112.384407043457,69.8089599609375,3.8675000667572,79.9,34.8,23.5534224183453,87.6951918936397,26.764,59.9467105995401,11.0091743119266,160.0,1.00339996814728,11.1,South Asia
IND,India,YR2013,1432.84397512195,6.38610640094825,1.5162764665975,7.678,,,68.499,40.5,1.74,1295829511.0,,114.29369354248,69.4771270751953,3.84467005729675,83.1,34.9,23.6430231502191,88.3781430142448,26.669,,11.0091743119266,148.0,1.03569304943085,12.3,South Asia
IND,India,YR2014,1553.88396075118,7.41022760508854,1.69565958990806,7.656,,,68.932,38.5,1.72,1312277191.0,,112.359672546387,74.8887023925781,3.89878023242693,85.1,33.9,23.732623882093,89.0593975763785,26.607,,11.4180478821363,137.0,1.03251755237579,13.5,South Asia
IND,India,YR2015,1583.99815907985,7.99625378571471,2.09211521443253,7.629,,,69.326,36.6,1.7,1328024498.0,,113.541786193848,74.6113662719727,4.11457014083862,88.0,33.4,23.8222246139668,89.7387066732488,26.582,,11.9705340699816,129.0,1.03027153015137,14.9,South Asia
IND,India,YR2016,1707.50892912243,8.25630550179086,1.9373641224439,7.611,,,69.709,34.7,1.68,1343944296.0,,119.987350463867,75.9372863769531,4.25407981872559,89.6,33.0,23.9116908102072,90.4158282525921,26.575,,11.9705340699816,121.0,1.03045177459717,16.5,South Asia
IND,India,YR2017,1950.10468280866,6.79538341897911,1.50731583255894,7.626,,,70.068,33.0,1.66,1359657400.0,,118.321411132812,74.6743774414062,4.30544996261597,91.8,32.5,24.0014933455312,91.0905825625786,26.578,,11.8081180811808,113.0,1.08402001857758,18.2,South Asia
IND,India,YR2018,1966.25455171679,6.45385134497769,1.55821483801456,7.652,,,70.415,31.3,1.64,1374659064.0,73.6975430256976,101.438321198289,76.0025787353516,4.36373996734619,95.7,32.9,24.0909595417716,91.7626505318817,26.568,65.2312820159552,11.8081180811808,107.0,1.01533448696136,20.0813,South Asia
IND,India,YR2019,2041.42863698585,3.87143694070356,1.78482633957161,6.51,,,70.746,29.7,1.62,1389030312.0,74.9084268267486,99.9135279872897,75.8716506958008,3.89732003211975,95.9,33.5,24.1807620770956,92.4317828217009,26.539,66.9991765958932,14.3911439114391,101.0,1.01977431774139,29.5235,South Asia
IND,India,YR2020,1907.04251637669,-5.77772470686801,2.40620322673636,7.859,,,70.156,28.2,1.61,1402617695.0,75.5437727049002,102.041421630559,77.9766433254166,4.29335021972656,96.5,36.1,24.270228273336,93.0977309081783,25.998,67.5902504189116,14.3646408839779,101.0,1.00732743740082,43.4054,South Asia
IND,India,YR2021,2239.61384367482,9.68959249192875,1.41217101040888,6.38,,,67.282,26.8,1.59,1414203896.0,76.0715766188242,103.202010704334,80.8355715539317,4.62949991226196,99.6,34.9,24.3596944695764,93.760281159736,27.724,68.2168067681725,14.4444444444444,155.0,0.991640269756317,,South Asia
IND,India,YR2022,2347.44829434623,7.60936497768895,1.49248825904,4.822,5.3,25.5,71.698,25.6,,1425423212.0,76.3199996948242,112.073964742492,81.6558464317379,4.09865814174589,99.2,,24.4494970049005,94.4191311935781,29.348,69.0999984741211,14.9446494464945,90.0,,55.9,South Asia
IND,India,YR2023,2530.12031278204,9.19075493028345,0.771919134264091,4.172,,,72.003,24.5,,1438069596.0,81.6999969482422,113.164575709104,79.3250397483992,,99.5,,24.5390304689576,95.0740565981493,30.984,74.8600006103516,15.2416356877323,80.0,,,South Asia
IRN,"Iran, Islamic Rep.",YR2000,1650.01385833785,5.84552747578209,0.0355866340456932,11.698,,,70.166,31.5,,66418659.0,,97.7706298828125,74.9870910644531,4.03064012527466,97.9,0.4,5.72561948967313,94.2087234514971,13.691,,3.44827586206897,43.0,0.933470010757446,0.93419,West Asia
IRN,"Iran, Islamic Rep.",YR2001,1881.02266635283,2.39217271207868,0.321660450664957,12.362,,,70.619,29.8,1.62,67452005.0,,100.710922241211,74.5473403930664,4.07168006896973,98.1,0.5,5.80950661853189,94.4127376646145,14.578,,3.44827586206897,40.0,0.936890006065369,1.48422,West Asia
IRN,"Iran, Islamic Rep.",YR2002,1891.25756091033,8.07882927975243,2.73611498145264,12.8,,,71.112,28.1,1.63,68011317.0,77.0,103.43717956543,74.7104187011719,4.48487997055054,98.1,0.7,5.89339374739065,94.612110469542,15.5,70.4000015258789,4.13793103448276,38.0,0.943650007247925,4.62618,West Asia
IRN,"Iran, Islamic Rep.",YR2003,2208.99636552406,8.6392983972006,1.89418626211609,11.529,,,70.464,26.4,1.62,68769340.0,,106.779502868652,74.551643371582,4.36322021484375,98.2,0.8,5.97728087624942,94.806889129544,16.486,,4.13793103448276,37.0,0.945330023765564,6.93372,West Asia
IRN,"Iran, Islamic Rep.",YR2004,2672.4226651404,4.33666597851041,1.61769687939769,10.3,,,72.04,24.8,1.6,70256316.0,,108.260078430176,74.5375213623047,4.29662990570068,98.3,0.7,6.06116800510818,94.9970316924209,17.555,,4.13793103448276,34.0,0.960309982299805,7.49,West Asia
IRN,"Iran, Islamic Rep.",YR2005,3132.0508192007,3.18980408728824,1.28425430112768,11.813,4.5,43.6,72.446,23.3,1.58,71828455.0,82.4400024414062,105.198722839355,74.438591003418,4.05650997161865,98.4,1.4,6.14505513396694,95.18249701116,18.684,76.8000030517578,4.13793103448276,33.0,0.965290009975433,8.1,West Asia
IRN,"Iran, Islamic Rep.",YR2006,3618.91601364428,4.99979526181222,0.872560020177082,11.519,4.5,44.8,72.895,21.8,1.59,73392747.0,82.3300018310547,102.88353729248,75.9471969604492,4.28998994827271,98.4,1.4,6.22894226282571,95.3633556923125,18.042,77.2399978637695,4.13793103448276,32.0,0.968400001525879,8.76,West Asia
IRN,"Iran, Islamic Rep.",YR2007,4687.99166260718,8.15577352358517,0.5769461352122,10.772,,,73.299,20.5,1.61,74602648.0,,99.7476577758789,75.657600402832,4.59680986404419,98.7,1.3,6.31282939168447,95.5354863995331,17.005,,4.13793103448276,31.0,0.988070011138916,9.47,West Asia
IRN,"Iran, Islamic Rep.",YR2008,5377.4115072957,0.250856553493634,0.487596567096289,10.63,,,73.683,19.2,1.6,75514204.0,82.9599990844727,99.2127914428711,78.8498077392578,3.91375994682312,98.8,0.7,6.39671652054324,95.7014734925872,14.763,77.6900024414062,2.7972027972028,30.0,0.965590000152588,12.02,West Asia
IRN,"Iran, Islamic Rep.",YR2009,5415.52280553446,1.00738545790475,0.720530462050838,12.113,4.9,42.1,74.041,18.1,1.5,76457825.0,83.2214822879675,99.2889633178711,80.3835906982422,3.84244990348816,99.7,0.8,6.480603649402,95.8635415645059,15.692,78.1028743626841,2.75862068965517,28.0,0.956409990787506,13.8,West Asia
IRN,"Iran, Islamic Rep.",YR2010,6291.19443655454,5.79793830169604,0.74916862626536,13.679,,,74.39,17.2,1.64,77420842.0,83.6643491892657,98.408576965332,79.0264663696289,3.70918011665344,99.4,0.9,6.56449077826076,96.0218281862273,15.14,78.4683031351584,2.75862068965517,27.0,0.954450011253357,15.9,West Asia
IRN,"Iran, Islamic Rep.",YR2011,8025.68743364356,2.6457179180628,0.679834574763516,12.491,2.3,34.7,74.721,16.4,1.32,78383598.0,83.5199966430664,99.0494384765625,81.2944793701172,3.48497009277344,99.5,0.9,6.56449077826076,96.1763033647874,13.595,79.0100021362305,2.75862068965517,26.0,0.954029977321625,19.0,West Asia
IRN,"Iran, Islamic Rep.",YR2012,8114.08099831877,-3.74717139864109,0.723850091355471,12.275,1.8,34.4,75.039,15.7,1.65,79370580.0,83.629997253418,99.128791809082,82.7059326171875,2.93899989128113,99.5,0.9,6.56449077826076,96.3261590816988,14.89,78.4199981689453,3.10344827586207,25.0,0.951820015907288,22.73,West Asia
IRN,"Iran, Islamic Rep.",YR2013,6222.74194840326,-1.52197920494184,0.609501593960532,10.595,1.9,34.0,75.349,15.0,1.72,80414686.0,84.629997253418,111.42115020752,81.5845565795898,2.85279011726379,99.8,1.0,6.56449077826076,96.4718242177424,13.344,79.7600021362305,3.10344827586207,24.0,0.97680002450943,29.95,West Asia
IRN,"Iran, Islamic Rep.",YR2014,5672.06372896319,4.98477506709476,0.45545387401938,10.68,3.3,34.8,75.635,14.4,1.78,81502045.0,84.7099990844727,103.500160217285,82.5869369506836,2.61668992042542,100.0,0.9,6.56449077826076,96.6141058316375,12.994,79.8399963378906,3.10344827586207,23.0,0.995530009269714,39.3536,West Asia
IRN,"Iran, Islamic Rep.",YR2015,4952.73355532178,-1.42488493937503,0.500987695412685,11.166,3.0,35.3,75.907,13.9,1.79,82619362.0,85.2832494703047,104.115409851074,82.7305221557617,2.62911009788513,100.0,0.9,6.56449077826076,96.7529192600073,14.362,80.560586784862,3.10344827586207,22.0,1.00529003143311,45.335,West Asia
IRN,"Iran, Islamic Rep.",YR2016,5710.59947089104,8.8150866425182,0.70452835935243,12.618,3.0,35.9,76.155,13.5,1.88,83812228.0,85.5400009155273,105.821022033691,83.3275680541992,3.17396998405456,100.0,1.0,6.57064269751222,96.8883841344681,16.174,80.7900009155273,5.88235294117647,21.0,1.01882994174957,53.2268,West Asia
IRN,"Iran, Islamic Rep.",YR2017,6000.93346404409,3.02685468694025,0.983654956177998,12.232,2.7,36.7,76.396,13.0,1.9,85026754.0,85.9467259623201,105.369766235352,82.7564392089844,3.45956993103027,99.9,1.0,6.60154083204931,97.0204377787878,17.358,81.3753829047176,5.88235294117647,20.0,1.01710999011993,64.044,West Asia
IRN,"Iran, Islamic Rep.",YR2018,4783.01067340237,-3.74796015711334,0.576106085876311,12.195,3.2,37.4,76.621,12.5,1.93,86117998.0,86.8687468655024,,,3.61979007720947,100.0,1.0,6.61140215716487,97.1490246044491,17.341,82.5847945234918,5.88235294117647,19.0,,70.2006,West Asia
IRN,"Iran, Islamic Rep.",YR2019,3997.4935449585,-2.36143538770575,0.433347777066285,10.74,4.3,36.5,76.855,12.1,1.85,87051648.0,87.3787031852537,105.451843261719,,3.24005007743835,100.0,1.0,6.62126348228043,97.2741844991019,16.812,83.1371866315045,5.88235294117647,18.0,,72.4509,West Asia
IRN,"Iran, Islamic Rep.",YR2020,3202.50003502169,4.44180865358672,0.47769170946132,9.687,4.6,35.8,74.141,11.7,,87723443.0,87.9027874156509,104.680130004883,85.1913986206055,3.20495009422302,100.0,0.9,6.62681047765794,97.3960598410528,13.723,83.7923837702198,5.59440559440559,34.0,1.03032994270325,75.5699,West Asia
IRN,"Iran, Islamic Rep.",YR2021,4605.14881318992,4.13089685034471,0.34982143161472,9.282,3.7,35.5,73.752,11.4,,88455488.0,88.4554880174224,,,,100.0,0.9,6.63543913713405,97.5146314590197,13.086,84.5337184959329,5.59440559440559,51.0,,78.5957,West Asia
IRN,"Iran, Islamic Rep.",YR2022,4721.20437099984,4.35281087521344,0.354893288694741,9.085,2.8,34.8,76.799,11.0,,89524246.0,88.5939994931719,,,2.6699800491333,100.0,,6.64160246533128,97.6301442880843,13.469,84.696856595573,5.59440559440559,21.0,,79.061,West Asia
IRN,"Iran, Islamic Rep.",YR2023,5049.29931642754,5.33235117216407,0.310885408088419,8.129,2.5,35.9,77.654,10.7,,90608707.0,88.9233339833467,,,2.82443290958712,100.0,,6.64923611710324,97.742552873025,14.128,85.0961516515237,5.59440559440559,16.0,,79.6309,West Asia
